train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
T152/T153,1,广州,始发站,09:10,,0分,1,0,-,-,0,0/0/0,0/0,0/0
T152/T153,2,英德,10:28,10:30,2分钟,1小时18分,1,138,21.5,-,0,67.5/72.5/75.5,87.5/92.5,0/0
T152/T153,3,韶关东,11:27,11:33,6分钟,2小时17分,1,221,37.5,-,0,83.5/88.5/91.5,120.5/124.5,0/0
T152/T153,4,郴州,13:07,13:11,4分钟,3小时57分,1,374,53.5,-,0,99.5/104.5/107.5,195.5/203.5,0/0
T152/T153,5,衡阳,14:50,14:55,5分钟,5小时40分,1,521,75,-,0,133/138/142,255/267,0/0
T152/T153,6,株洲,16:20,16:40,20分钟,7小时10分,1,655,91,-,0,158/164/169,301/314,0/0
T152/T153,7,萍乡,17:27,17:31,4分钟,8小时17分,1,736,98,-,0,171/176/182,318/333,0/0
T152/T153,8,新余,18:39,18:44,5分钟,9小时29分,1,861,115,-,0,200/206/214,366/382,0/0
T152/T153,9,鹰潭,20:48,21:08,20分钟,11小时38分,1,1107,141.5,-,0,244.5/252.5/261.5,436.5/455.5,0/0
T152/T153,10,景德镇,23:16,23:23,7分钟,14小时6分,1,1265,156.5,-,0,270.5/279.5/288.5,487.5/509.5,0/0
T152/T153,11,黄山,02:26,02:30,4分钟,17小时16分,2,1432,173.5,-,0,296.5/306.5/317.5,533.5/557.5,0/0
T152/T153,12,绩溪县,03:19,03:26,7分钟,18小时9分,2,1482,177.5,-,0,304.5/315.5/325.5,550.5/574.5,0/0
T152/T153,13,宣城,05:31,05:36,5分钟,20小时21分,2,1614,192,-,0,328/339/351,590/615,0/0
T152/T153,14,芜湖,06:31,06:39,8分钟,21小时21分,2,1678,198,-,0,337/349/361,602/629,0/0
T152/T153,15,马鞍山,07:28,07:38,10分钟,22小时18分,2,1725,201,-,0,343/355/367,616/643,0/0
T152/T153,16,南京,08:55,09:08,13分钟,23小时45分,2,1803,206,-,0,353/365/377,628/656,0/0
T152/T153,17,扬州,10:17,10:20,3分钟,25小时7分,2,1904,217,-,0,370/383/397,656/686,0/0
T152/T153,18,泰州,10:56,终点站,,25小时46分,2,1968,224,-,0,381/393/407,667/696,0/0
