train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
4167/4170,1,海拉尔,始发站,21:48,,0分,1,0,-,-,0,0/0/0,0/0,0/0
4167/4170,2,牙克石,23:00,23:06,6分钟,1小时12分,1,82,6,-,0,40/43/45,0/0,0/0
4167/4170,3,汇流河,23:18,23:23,5分钟,1小时30分,1,96,7.5,-,0,41.5/44.5/46.5,0/0,0/0
4167/4170,4,牧原,23:48,23:58,10分钟,2小时0分,1,123,9.5,-,0,43.5/46.5/48.5,0/0,0/0
4167/4170,5,煤田,00:14,00:20,6分钟,2小时26分,2,139,10.5,-,0,44.5/47.5/49.5,0/0,0/0
4167/4170,6,岩山,01:03,01:14,11分钟,3小时15分,2,174,13.5,-,0,47.5/50.5/52.5,0/0,0/0
4167/4170,7,原林,01:40,01:50,10分钟,3小时52分,2,201,16.5,-,0,50.5/53.5/55.5,0/0,0/0
4167/4170,8,库都尔,02:17,02:23,6分钟,4小时29分,2,226,18.5,-,0,52.5/55.5/57.5,0/0,0/0
4167/4170,9,岭南,02:59,03:09,10分钟,5小时11分,2,255,19.5,-,0,53.5/56.5/58.5,0/0,0/0
4167/4170,10,岭北,03:35,03:47,12分钟,5小时47分,2,272,20.5,-,0,54.5/57.5/59.5,0/0,0/0
4167/4170,11,图里河,04:20,04:36,16分钟,6小时32分,2,294,21.5,-,0,55.5/58.5/60.5,0/0,0/0
4167/4170,12,伊图里河,05:05,05:25,20分钟,7小时17分,2,318,23.5,-,0,57.5/60.5/62.5,0/0,0/0
4167/4170,13,朝中,06:43,06:46,3分钟,8小时55分,2,366,26.5,-,0,60.5/63.5/65.5,0/0,0/0
4167/4170,14,得耳布尔,07:32,07:35,3分钟,9小时44分,2,398,27.5,-,0,61.5/64.5/66.5,0/0,0/0
4167/4170,15,莫尔道嘎,08:38,终点站,,10小时50分,2,441,31.5,-,0,68.5/71.5/73.5,0/0,0/0
