train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
Z185/Z188,1,沈阳北,始发站,17:46,,0分,1,0,-,-,0,0/0/0,0/0,0/0
Z185/Z188,2,辽阳,18:35,18:37,2分钟,49分,1,67,12.5,-,0,58.5/63.5/66.5,87.5/93.5,0/0
Z185/Z188,3,鞍山,18:53,18:56,3分钟,1小时7分,1,92,15.5,-,0,61.5/66.5/69.5,92.5/98.5,0/0
Z185/Z188,4,海城,19:20,19:22,2分钟,1小时34分,1,128,19.5,-,0,65.5/70.5/73.5,99.5/105.5,0/0
Z185/Z188,5,盘锦,20:08,20:10,2分钟,2小时22分,1,205,32.5,-,0,78.5/83.5/86.5,118.5/124.5,0/0
Z185/Z188,6,沟帮子,20:33,20:36,3分钟,2小时47分,1,236,37.5,-,0,83.5/88.5/91.5,125.5/131.5,0/0
Z185/Z188,7,锦州,21:20,21:28,8分钟,3小时34分,1,300,40.5,-,0,86.5/91.5/94.5,129.5/135.5,0/0
Z185/Z188,8,葫芦岛,21:59,22:02,3分钟,4小时13分,1,350,51.5,-,0,97.5/102.5/105.5,149.5/155.5,0/0
Z185/Z188,9,山海关,23:27,23:38,11分钟,5小时41分,1,484,69,-,0,123/126/130,186/194,0/0
Z185/Z188,10,秦皇岛,23:55,23:59,4分钟,6小时9分,1,500,72,-,0,129/132/136,197/204,0/0
Z185/Z188,11,唐山,01:30,01:34,4分钟,7小时44分,2,662,91,-,0,158/164/169,243/253,0/0
Z185/Z188,12,天津,03:03,03:12,9分钟,9小时17分,2,785,105,-,0,184/190/196,285/297,0/0
Z185/Z188,13,衡水,06:10,06:16,6分钟,12小时24分,2,1054,135.5,-,0,232.5/240.5/247.5,360.5/377.5,0/0
Z185/Z188,14,聊城,07:36,07:42,6分钟,13小时50分,2,1206,152.5,-,0,261.5/270.5/279.5,409.5/427.5,0/0
Z185/Z188,15,菏泽,08:50,08:53,3分钟,15小时4分,2,1362,168.5,-,0,288.5/298.5/307.5,450.5/470.5,0/0
Z185/Z188,16,商丘南,09:55,10:00,5分钟,16小时9分,2,1467,177.5,-,0,304.5/315.5/325.5,476.5/497.5,0/0
Z185/Z188,17,阜阳,11:29,11:54,25分钟,17小时43分,2,1635,192,-,0,328/339/351,515/537,0/0
Z185/Z188,18,潢川,13:01,13:03,2分钟,19小时15分,2,1696,201,-,0,343/355/367,542/566,0/0
Z185/Z188,19,九江,16:09,16:13,4分钟,22小时23分,2,2094,236,-,0,399/414/428,629/656,0/0
Z185/Z188,20,南昌,17:17,17:35,18分钟,23小时31分,2,2229,243,-,0,414/429/444,654/684,0/0
Z185/Z188,21,吉安,19:46,19:50,4分钟,26小时0分,2,2462,263.5,-,0,446.5/462.5/477.5,704.5/735.5,0/0
Z185/Z188,22,赣州,21:35,21:39,4分钟,27小时49分,2,2648,278.5,-,0,471.5/488.5/506.5,747.5/780.5,0/0
Z185/Z188,23,河源,01:18,01:25,7分钟,31小时32分,3,2964,299.5,-,0,507.5/524.5/542.5,802.5/838.5,0/0
Z185/Z188,24,惠州,02:18,02:24,6分钟,32小时32分,3,3044,302.5,-,0,513.5/531.5/549.5,814.5/851.5,0/0
Z185/Z188,25,东莞东,03:20,03:32,12分钟,33小时34分,3,3098,313.5,-,0,529.5/547.5/566.5,834.5/871.5,0/0
Z185/Z188,26,深圳,04:28,终点站,,34小时42分,3,3159,317,-,0,536/555/575,849/887,0/0
