train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
K1555/K1558,1,南宁,始发站,21:40,,0分,1,0,-,-,0,0/0/0,0/0,0/0
K1555/K1558,2,黎塘,23:09,23:20,11分钟,1小时29分,1,120,18.5,-,0,64.5/69.5/72.5,97.5/103.5,0/0
K1555/K1558,3,来宾,00:05,00:10,5分钟,2小时25分,2,185,28.5,-,0,74.5/79.5/82.5,113.5/119.5,0/0
K1555/K1558,4,柳州,01:02,01:20,18分钟,3小时22分,2,223,40.5,-,0,86.5/91.5/94.5,129.5/135.5,0/0
K1555/K1558,5,桂林北,03:40,03:50,10分钟,6小时0分,2,387,62.5,-,0,110.5/114.5/117.5,166.5/174.5,0/0
K1555/K1558,6,东安东,05:50,06:00,10分钟,8小时10分,2,565,81,-,0,144/148/154,222/231,0/0
K1555/K1558,7,永州,06:22,06:37,15分钟,8小时42分,2,594,86,-,0,152/156/161,233/244,0/0
K1555/K1558,8,祁阳,07:00,07:03,3分钟,9小时20分,2,619,91,-,0,158/164/169,243/253,0/0
K1555/K1558,9,祁东,07:22,07:25,3分钟,9小时42分,2,656,93,-,0,163/168/174,251/263,0/0
K1555/K1558,10,衡阳,08:25,08:46,21分钟,10小时45分,2,730,102,-,0,178/184/190,274/285,0/0
K1555/K1558,11,衡山,09:17,09:21,4分钟,11小时37分,2,781,105,-,0,184/190/196,285/297,0/0
K1555/K1558,12,株洲,10:52,11:15,23分钟,13小时12分,2,864,115,-,0,200/206/214,312/325,0/0
K1555/K1558,13,萍乡,12:13,12:20,7分钟,14小时33分,2,945,124,-,0,215/223/230,336/351,0/0
K1555/K1558,14,宜春,13:03,13:07,4分钟,15小时23分,2,1064,135.5,-,0,232.5/240.5/247.5,360.5/377.5,0/0
K1555/K1558,15,新余,13:42,13:46,4分钟,16小时2分,2,1070,138.5,-,0,238.5/246.5/255.5,372.5/388.5,0/0
K1555/K1558,16,樟树,14:33,14:37,4分钟,16小时53分,2,1146,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
K1555/K1558,17,丰城,14:54,14:57,3分钟,17小时14分,2,1170,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
K1555/K1558,18,向塘,15:22,15:25,3分钟,17小时42分,2,1203,152.5,-,0,261.5/270.5/279.5,409.5/427.5,0/0
K1555/K1558,19,南昌,15:47,16:14,27分钟,18小时7分,2,1231,156.5,-,0,270.5/279.5/288.5,422.5/440.5,0/0
K1555/K1558,20,九江,17:37,18:18,41分钟,19小时57分,2,1366,168.5,-,0,288.5/298.5/307.5,450.5/470.5,0/0
K1555/K1558,21,湖口,18:40,18:43,3分钟,21小时0分,2,1420,-,-,0,0/0/0,0/0,0/0
K1555/K1558,22,东至,19:50,19:53,3分钟,22小时10分,2,1484,180.5,-,0,310.5/321.5/331.5,488.5/509.5,0/0
K1555/K1558,23,池州,20:42,20:47,5分钟,23小时2分,2,1556,189.5,-,0,322.5/333.5/343.5,504.5/527.5,0/0
K1555/K1558,24,铜陵,21:28,21:35,7分钟,23小时48分,2,1613,192,-,0,328/339/351,515/537,0/0
K1555/K1558,25,芜湖,23:09,23:15,6分钟,25小时29分,2,1691,198,-,0,337/349/361,530/552,0/0
K1555/K1558,26,马鞍山,23:55,23:59,4分钟,26小时15分,2,1738,201,-,0,343/355/367,542/566,0/0
K1555/K1558,27,南京,01:10,01:30,20分钟,27小时30分,3,1816,206,-,0,353/365/377,556/582,0/0
K1555/K1558,28,镇江,02:10,02:14,4分钟,28小时30分,3,1904,213,-,0,363/400/418,572/607,0/0
K1555/K1558,29,常州,02:58,03:02,4分钟,29小时18分,3,1952,224,-,0,381/393/407,598/625,0/0
K1555/K1558,30,无锡,03:29,03:33,4分钟,29小时49分,3,1991,224,-,0,381/393/407,598/625,0/0
K1555/K1558,31,苏州,04:02,04:06,4分钟,30小时22分,3,2033,229,-,0,389/403/416,613/640,0/0
K1555/K1558,32,上海,05:23,终点站,,31小时43分,3,2141,240,-,0,408/421/436,640/669,0/0
