train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
T180,1,广州,始发站,20:20,,0分,1,0,-,-,0,0/0/0,0/0,0/0
T180,2,韶关东,22:32,22:36,4分钟,2小时12分,1,221,37.5,-,0,83.5/88.5/91.5,120.5/124.5,0/0
T180,3,郴州,00:10,00:15,5分钟,3小时50分,2,374,53.5,-,0,99.5/104.5/107.5,195.5/203.5,0/0
T180,4,衡阳,01:54,01:58,4分钟,5小时34分,2,521,75,-,0,133/138/142,255/267,0/0
T180,5,株洲,03:21,03:26,5分钟,7小时1分,2,655,91,-,0,158/164/169,301/314,0/0
T180,6,长沙,04:03,04:11,8分钟,7小时43分,2,707,98,-,0,171/176/182,307/320,0/0
T180,7,岳阳,05:29,05:35,6分钟,9小时9分,2,854,112,-,0,194/200/208,357/373,0/0
T180,8,阜阳,11:45,11:58,13分钟,15小时25分,2,1430,173.5,-,0,296.5/306.5/317.5,533.5/557.5,0/0
T180,9,菏泽,14:36,14:42,6分钟,18小时16分,2,1703,198,-,0,337/349/361,602/629,0/0
T180,10,济宁,15:50,15:55,5分钟,19小时30分,2,1810,206,-,0,353/365/377,640/668,0/0
T180,11,兖州,16:24,16:49,25分钟,20小时4分,2,1842,213,-,0,363/375/388,640/668,0/0
T180,12,泰山,17:46,17:52,6分钟,21小时26分,2,1925,217,-,0,370/383/397,667/696,0/0
T180,13,济南,18:47,终点站,,22小时27分,2,1998,224,-,0,381/393/407,682/711,0/0
