train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
Z135/Z138,1,广州,始发站,08:32,,0分,1,0,-,-,0,0/0/0,0/0,0/0
Z135/Z138,2,韶关东,10:44,10:49,5分钟,2小时12分,1,221,37.5,-,0,83.5/88.5/91.5,125.5/131.5,0/0
Z135/Z138,3,郴州,12:23,12:28,5分钟,3小时51分,1,374,53.5,-,0,99.5/104.5/107.5,152.5/158.5,0/0
Z135/Z138,4,衡阳,14:07,14:11,4分钟,5小时35分,1,521,75,-,0,133/138/142,205/214,0/0
Z135/Z138,5,株洲,15:33,15:37,4分钟,7小时1分,1,655,91,-,0,158/164/169,243/253,0/0
Z135/Z138,6,长沙,16:14,16:20,6分钟,7小时42分,1,707,98,-,0,171/176/182,263/275,0/0
Z135/Z138,7,岳阳,17:37,17:41,4分钟,9小时5分,1,854,112,-,0,194/200/208,301/315,0/0
Z135/Z138,8,信阳,22:30,22:32,2分钟,13小时58分,1,1303,163.5,-,0,280.5/289.5/299.5,438.5/456.5,0/0
Z135/Z138,9,驻马店,23:19,23:21,2分钟,14小时47分,1,1399,168.5,-,0,288.5/298.5/307.5,450.5/470.5,0/0
Z135/Z138,10,漯河,23:57,23:59,2分钟,15小时25分,1,1465,177.5,-,0,304.5/315.5/325.5,476.5/497.5,0/0
Z135/Z138,11,郑州,01:15,01:23,8分钟,16小时43分,2,1605,198,-,0,328/339/351,515/537,0/0
Z135/Z138,12,洛阳,02:44,02:50,6分钟,18小时12分,2,1729,201,-,0,343/355/367,542/566,0/0
Z135/Z138,13,西安,07:24,07:34,10分钟,22小时52分,2,2116,236,-,0,399/414/428,629/656,0/0
Z135/Z138,14,宝鸡,09:10,09:18,8分钟,24小时38分,2,2289,251,-,0,426/441/456,673/703,0/0
Z135/Z138,15,天水,10:52,10:58,6分钟,26小时20分,2,2444,263.5,-,0,446.5/462.5/477.5,704.5/735.5,0/0
Z135/Z138,16,甘谷,11:40,11:45,5分钟,27小时8分,2,2511,268.5,-,0,455.5/472.5/487.5,718.5/751.5,0/0
Z135/Z138,17,陇西,12:29,12:35,6分钟,27小时57分,2,2590,273.5,-,0,463.5/480.5/496.5,734.5/767.5,0/0
Z135/Z138,18,兰州,15:03,15:18,15分钟,30小时31分,2,2792,290.5,-,0,491.5/507.5/525.5,775.5/810.5,0/0
Z135/Z138,19,武威,18:16,18:22,6分钟,33小时44分,2,3095,313.5,-,0,529.5/547.5/566.5,927.5/969.5,0/0
Z135/Z138,20,张掖,20:30,20:36,6分钟,35小时58分,2,3339,328,-,0,554/545/595,966/1010,0/0
Z135/Z138,21,嘉峪关,22:33,22:48,15分钟,38小时1分,2,3506,341,-,0,576/596/617,911/952,0/0
Z135/Z138,22,柳园,01:19,01:27,8分钟,40小时47分,3,3803,365,-,0,615/638/660,976/1019,0/0
Z135/Z138,23,哈密,04:09,04:17,8分钟,43小时37分,3,4075,385.5,-,0,649.5/671.5/695.5,1029.5/1075.5,0/0
Z135/Z138,24,鄯善北,06:13,06:15,2分钟,45小时41分,3,4345,402.5,-,0,679.5/703.5/727.5,1079.5/1127.5,0/0
Z135/Z138,25,吐鲁番北,07:01,07:03,2分钟,46小时29分,3,4485,416.5,-,0,702.5/726.5/752.5,1114.5/1164.5,0/0
Z135/Z138,26,乌鲁木齐,08:35,终点站,,48小时3分,3,4680,423.5,-,0,714.5/786/822,1231.5/1306,0/0
