train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
G2914,1,深圳北,始发站,12:21,,0分,1,0,0,0,0,0/0/0,0/0,0/0
G2914,2,虎门,12:39,12:41,2分钟,18分,1,52,0,0,0,0/0/0,0/0,39.5/54.5
G2914,3,广州南,12:58,13:02,4分钟,37分,1,102,0,0,0,0/0/0,0/0,74.5/99.5
G2914,4,佛山西,13:21,13:23,2分钟,1小时0分,1,135,0,0,0,0/0/0,0/0,84.5/111.5
G2914,5,梧州南,14:29,14:32,3分钟,2小时8分,1,348,0,0,0,0/0/0,0/0,150.5/190.5
G2914,6,贵港,15:23,15:25,2分钟,3小时2分,1,525,0,0,0,0/0/0,0/0,202.5/252.5
G2914,7,南宁东,16:08,终点站,,3小时47分,1,665,0,0,0,0/0/0,0/0,243.5/302
