train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
K189/K188,1,上海,始发站,18:09,,0分,1,0,-,-,0,0/0/0,0/0,0/0
K189/K188,2,昆山,18:47,19:08,21分钟,38分,1,49,5,-,0,39/42/44,56/60,0/0
K189/K188,3,苏州,19:32,19:36,4分钟,1小时23分,1,84,14.5,-,0,60.5/65.5/68.5,90.5/96.5,0/0
K189/K188,4,无锡,20:36,20:39,3分钟,2小时27分,1,126,19.5,-,0,65.5/70.5/73.5,99.5/105.5,0/0
K189/K188,5,常州,21:06,21:10,4分钟,2小时57分,1,165,24.5,-,0,70.5/75.5/78.5,108.5/114.5,0/0
K189/K188,6,南京,23:06,23:13,7分钟,4小时57分,1,301,46.5,-,0,92.5/97.5/100.5,140.5/146.5,0/0
K189/K188,7,滁州北,23:53,23:57,4分钟,5小时44分,1,358,51.5,-,0,97.5/102.5/105.5,149.5/155.5,0/0
K189/K188,8,蚌埠,01:58,02:02,4分钟,7小时49分,2,485,69,-,0,123/126/130,186/194,0/0
K189/K188,9,徐州,03:57,04:04,7分钟,9小时48分,2,649,91,-,0,158/164/169,243/253,0/0
K189/K188,10,滕州,05:17,05:20,3分钟,11小时8分,2,751,102,-,0,178/184/190,274/285,0/0
K189/K188,11,兖州,06:00,06:06,6分钟,11小时51分,2,812,105,-,0,184/190/196,285/297,0/0
K189/K188,12,泰山,07:02,07:05,3分钟,12小时53分,2,895,115,-,0,200/206/214,312/325,0/0
K189/K188,13,晏城,08:05,08:07,2分钟,13小时56分,2,1000,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
K189/K188,14,禹城,08:20,08:22,2分钟,14小时11分,2,1018,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
K189/K188,15,平原,08:46,08:49,3分钟,14小时37分,2,1051,135.5,-,0,232.5/240.5/247.5,360.5/377.5,0/0
K189/K188,16,德州,09:22,09:24,2分钟,15小时13分,2,1086,138.5,-,0,238.5/246.5/255.5,372.5/388.5,0/0
K189/K188,17,沧州,10:27,10:30,3分钟,16小时18分,2,1199,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
K189/K188,18,静海,11:12,11:14,2分钟,17小时3分,2,1272,156.5,-,0,270.5/279.5/288.5,422.5/440.5,0/0
K189/K188,19,天津,12:06,12:16,10分钟,17小时57分,2,1325,163.5,-,0,280.5/289.5/299.5,438.5/456.5,0/0
K189/K188,20,唐山,13:36,13:48,12分钟,19小时27分,2,1448,173.5,-,0,296.5/306.5/317.5,464.5/484.5,0/0
K189/K188,21,山海关,17:14,17:24,10分钟,23小时5分,2,1621,192,-,0,328/339/351,515/537,0/0
K189/K188,22,绥中,18:10,18:12,2分钟,24小时1分,2,1686,198,-,0,337/349/361,530/552,0/0
K189/K188,23,兴城,18:41,18:44,3分钟,24小时32分,2,1734,201,-,0,343/355/367,542/566,0/0
K189/K188,24,葫芦岛,19:01,19:03,2分钟,24小时52分,2,1755,201,-,0,343/355/367,542/566,0/0
K189/K188,25,锦州,19:42,19:48,6分钟,25小时33分,2,1805,206,-,0,353/365/377,556/582,0/0
K189/K188,26,沟帮子,20:28,20:35,7分钟,26小时19分,2,1869,213,-,0,363/375/388,572/598,0/0
K189/K188,27,盘锦,20:58,21:01,3分钟,26小时49分,2,1900,217,-,0,370/383/397,585/611,0/0
K189/K188,28,西柳,21:45,21:47,2分钟,27小时36分,2,1963,224,-,0,381/393/407,598/625,0/0
K189/K188,29,海城,22:01,22:03,2分钟,27小时52分,2,1977,224,-,0,381/393/407,598/625,0/0
K189/K188,30,鞍山,22:28,22:30,2分钟,28小时19分,2,2013,224,-,0,381/393/407,598/625,0/0
K189/K188,31,辽阳,22:47,22:49,2分钟,28小时38分,2,2038,229,-,0,389/403/416,613/640,0/0
K189/K188,32,沈阳,23:34,23:40,6分钟,29小时25分,2,2102,236,-,0,399/414/428,629/656,0/0
K189/K188,33,沈阳北,23:48,终点站,,29小时39分,2,2110,236,-,0,399/414/428,629/656,0/0
