train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
C7505,1,东莞西,始发站,07:00,,0分,1,0,0,0,0,0/0/0,0/0,0/0
C7505,2,道滘,07:03,07:05,2分钟,3分,1,4,0,0,0,0/0/0,0/0,5/0
C7505,3,西平西,07:11,07:12,1分钟,11分,1,14,0,0,0,0/0/0,0/0,8/0
C7505,4,东城南,07:15,07:17,2分钟,15分,1,17,0,0,0,0/0/0,0/0,10/0
C7505,5,寮步,07:22,07:24,2分钟,22分,1,26,0,0,0,0/0/0,0/0,15/0
C7505,6,松山湖北,07:28,07:30,2分钟,28分,1,32,0,0,0,0/0/0,0/0,20/0
C7505,7,大朗镇,07:34,07:35,1分钟,34分,1,38,0,0,0,0/0/0,0/0,25/0
C7505,8,常平南,07:40,07:41,1分钟,40分,1,44,0,0,0,0/0/0,0/0,25/0
C7505,9,常平东,07:45,07:47,2分钟,45分,1,48,0,0,0,0/0/0,0/0,30/0
C7505,10,樟木头东,07:52,07:53,1分钟,52分,1,55,0,0,0,0/0/0,0/0,35/0
C7505,11,银瓶,07:56,07:58,2分钟,56分,1,60,0,0,0,0/0/0,0/0,40/0
C7505,12,沥林北,08:03,08:05,2分钟,1小时3分,1,68,0,0,0,0/0/0,0/0,40/0
C7505,13,仲恺,08:11,08:13,2分钟,1小时11分,1,80,0,0,0,0/0/0,0/0,50/0
C7505,14,惠环,08:17,08:18,1分钟,1小时17分,1,85,0,0,0,0/0/0,0/0,50/0
C7505,15,龙丰,08:22,08:24,2分钟,1小时22分,1,90,0,0,0,0/0/0,0/0,55/0
C7505,16,西湖东,08:27,08:28,1分钟,1小时27分,1,93,0,0,0,0/0/0,0/0,55/0
C7505,17,云山,08:32,08:33,1分钟,1小时32分,1,96,0,0,0,0/0/0,0/0,55/0
C7505,18,小金口,08:40,终点站,,1小时40分,1,101,0,0,0,0/0/0,0/0,60/0
