train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
Y961/Y964,1,和田,始发站,17:00,,0分,1,0,-,-,0,0/0/0,0/0,0/0
Y961/Y964,2,墨玉,17:14,17:16,2分钟,14分,1,17,8,-,0,54/59/62,78/84,0/0
Y961/Y964,3,皮山,18:47,18:49,2分钟,1小时47分,1,158,23.5,-,0,69.5/74.5/77.5,105.5/111.5,0/0
Y961/Y964,4,叶城,19:38,19:40,2分钟,2小时38分,1,239,37.5,-,0,83.5/88.5/91.5,125.5/131.5,0/0
Y961/Y964,5,泽普,20:07,20:09,2分钟,3小时7分,1,275,41.5,-,0,87.5/92.5/95.5,132.5/138.5,0/0
Y961/Y964,6,莎车,20:26,20:28,2分钟,3小时26分,1,298,43.5,-,0,89.5/94.5/97.5,135.5/141.5,0/0
Y961/Y964,7,喀什,22:39,22:56,17分钟,5小时39分,1,485,69,-,0,123/126/130,186/194,0/0
Y961/Y964,8,阿图什,23:22,23:24,2分钟,6小时22分,1,521,75,-,0,133/138/142,205/214,0/0
Y961/Y964,9,巴楚,01:29,01:33,4分钟,8小时29分,2,731,98,-,0,171/176/182,263/275,0/0
Y961/Y964,10,阿克苏,03:52,04:00,8分钟,10小时52分,2,948,124,-,0,215/223/230,336/351,0/0
Y961/Y964,11,库车,06:19,06:23,4分钟,13小时19分,2,1190,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
Y961/Y964,12,轮台,07:19,07:21,2分钟,14小时19分,2,1283,156.5,-,0,270.5/279.5/288.5,422.5/440.5,0/0
Y961/Y964,13,库尔勒,09:11,09:30,19分钟,16小时11分,2,1472,177.5,-,0,304.5/315.5/325.5,476.5/497.5,0/0
Y961/Y964,14,吐鲁番,12:55,13:01,6分钟,19小时55分,2,1806,206,-,0,353/365/377,556/582,0/0
Y961/Y964,15,达坂城,13:36,13:38,2分钟,20小时36分,2,1864,213,-,0,363/375/388,572/598,0/0
Y961/Y964,16,乌鲁木齐南,14:38,14:43,5分钟,21小时38分,2,1951,217,-,0,370/383/397,585/611,0/0
Y961/Y964,17,乌鲁木齐,14:57,终点站,,21小时57分,2,1960,217,-,0,370/383/397,585/611,0/0
