train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
C7307,1,海口,始发站,07:57,,0分,1,0,0,0,0,0/0/0,0/0,0/0
C7307,2,海口东,08:15,08:18,3分钟,18分,1,24,0,0,0,0/0/0,0/0,8/13
C7307,3,美兰,08:28,08:31,3分钟,31分,1,38,0,0,0,0/0/0,0/0,13/19
C7307,4,琼海,09:00,09:01,1分钟,1小时3分,1,139,0,0,0,0/0/0,0/0,49/70
C7307,5,博鳌,09:08,09:09,1分钟,1小时11分,1,152,0,0,0,0/0/0,0/0,53/77
C7307,6,亚龙湾,09:49,09:51,2分钟,1小时52分,1,296,0,0,0,0/0/0,0/0,104/150
C7307,7,三亚,10:01,终点站,,2小时4分,1,308,0,0,0,0/0/0,0/0,108/156
