train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
C7546,1,小金口,始发站,16:35,,0分,1,0,0,0,0,0/0/0,0/0,0/0
C7546,2,云山,16:40,16:42,2分钟,5分,1,5,0,0,0,0/0/0,0/0,5/0
C7546,3,西湖东,16:45,16:47,2分钟,10分,1,8,0,0,0,0/0/0,0/0,5/0
C7546,4,龙丰,16:50,16:51,1分钟,15分,1,11,0,0,0,0/0/0,0/0,5/0
C7546,5,惠环,16:55,16:57,2分钟,20分,1,16,0,0,0,0/0/0,0/0,10/0
C7546,6,仲恺,17:01,17:02,1分钟,26分,1,21,0,0,0,0/0/0,0/0,10/0
C7546,7,沥林北,17:09,17:11,2分钟,34分,1,33,0,0,0,0/0/0,0/0,20/0
C7546,8,银瓶,17:16,17:17,1分钟,41分,1,41,0,0,0,0/0/0,0/0,25/0
C7546,9,樟木头东,17:21,17:22,1分钟,46分,1,46,0,0,0,0/0/0,0/0,30/0
C7546,10,常平东,17:27,17:29,2分钟,52分,1,53,0,0,0,0/0/0,0/0,35/0
C7546,11,常平南,17:33,17:34,1分钟,58分,1,57,0,0,0,0/0/0,0/0,35/0
C7546,12,大朗镇,17:38,17:40,2分钟,1小时3分,1,63,0,0,0,0/0/0,0/0,40/0
C7546,13,松山湖北,17:44,17:45,1分钟,1小时9分,1,69,0,0,0,0/0/0,0/0,40/0
C7546,14,寮步,17:50,17:51,1分钟,1小时15分,1,75,0,0,0,0/0/0,0/0,45/0
C7546,15,东城南,17:57,17:58,1分钟,1小时22分,1,84,0,0,0,0/0/0,0/0,50/0
C7546,16,西平西,18:01,18:03,2分钟,1小时26分,1,87,0,0,0,0/0/0,0/0,60/0
C7546,17,道滘,18:09,18:11,2分钟,1小时34分,1,97,0,0,0,0/0/0,0/0,60/0
C7546,18,东莞西,18:15,终点站,,1小时40分,1,101,0,0,0,0/0/0,0/0,60/0
