train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
G110,1,嘉兴南,始发站,06:54,,0分,1,0,0,0,0,0/0/0,0/0,0/0
G110,2,上海虹桥,07:21,07:28,7分钟,27分,1,84,0,0,0,0/0/0,0/0,38.5/61.5
G110,3,昆山南,07:45,07:47,2分钟,51分,1,134,0,0,0,0/0/0,0/0,62.5/101.5
G110,4,苏州北,07:58,08:00,2分钟,1小时4分,1,165,0,0,0,0/0/0,0/0,72.5/126.5
G110,5,常州北,08:22,08:35,13分钟,1小时28分,1,249,0,0,0,0/0/0,0/0,112.5/191.5
G110,6,镇江南,08:52,08:54,2分钟,1小时58分,1,314,0,0,0,0/0/0,0/0,142.5/241.5
G110,7,南京南,09:14,09:16,2分钟,2小时20分,1,379,0,0,0,0/0/0,0/0,172.5/291.5
G110,8,滁州,09:34,09:39,5分钟,2小时40分,1,438,0,0,0,0/0/0,0/0,202/336
G110,9,徐州东,10:41,10:44,3分钟,3小时47分,1,710,0,0,0,0/0/0,0/0,317/536
G110,10,济南西,11:48,11:50,2分钟,4小时54分,1,996,0,0,0,0/0/0,0/0,436.5/735.5
G110,11,沧州西,12:35,12:44,9分钟,5小时41分,1,1192,0,0,0,0/0/0,0/0,511.5/865.5
G110,12,北京南,13:38,终点站,,6小时44分,1,1402,0,0,0,0/0/0,0/0,606/971
