train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
D3761,1,柳州,始发站,17:11,,0分,1,0,0,0,0,0/0/0,0/0,0/0
D3761,2,来宾北,17:36,17:39,3分钟,25分,1,66,0,0,0,0/0/0,0/0,24/39
D3761,3,平南南,18:40,18:42,2分钟,1小时29分,1,272,0,0,0,0/0/0,0/0,89/143
D3761,4,梧州南,19:09,19:13,4分钟,1小时58分,1,356,0,0,0,0/0/0,0/0,114/182
D3761,5,南江口,19:37,19:39,2分钟,2小时26分,1,426,0,0,0,0/0/0,0/0,126/151.5
D3761,6,肇庆东,20:09,20:11,2分钟,2小时58分,1,526,0,0,0,0/0/0,0/0,185/296
D3761,7,佛山西,20:31,20:33,2分钟,3小时20分,1,577,0,0,0,0/0/0,0/0,201/322
D3761,8,广州南,20:53,终点站,,3小时42分,1,602,0,0,0,0/0/0,0/0,190/303
