train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
4472/4473,1,承德,始发站,06:45,,0分,1,0,-,-,0,0/0/0,0/0,0/0
4472/4473,2,韩麻营,07:46,07:49,3分钟,1小时1分,1,46,4,-,0,0/0/0,0/0,0/0
4472/4473,3,隆化,08:07,08:30,23分钟,1小时22分,1,56,4,-,0,0/0/0,0/0,0/0
4472/4473,4,超梁沟,08:44,08:45,1分钟,1小时59分,1,69,5,-,0,0/0/0,0/0,0/0
4472/4473,5,白旗,08:56,08:57,1分钟,2小时11分,1,78,5,-,0,0/0/0,0/0,0/0
4472/4473,6,梁底下,09:06,09:07,1分钟,2小时21分,1,85,6,-,0,0/0/0,0/0,0/0
4472/4473,7,滦河沿,09:16,09:17,1分钟,2小时31分,1,93,7.5,-,0,0/0/0,0/0,0/0
4472/4473,8,金沟屯,09:23,09:24,1分钟,2小时38分,1,96,7.5,-,0,0/0/0,0/0,0/0
4472/4473,9,张百湾,09:37,09:38,1分钟,2小时52分,1,107,7.5,-,0,0/0/0,0/0,0/0
4472/4473,10,窑上,09:48,09:49,1分钟,3小时3分,1,114,8.5,-,0,0/0/0,0/0,0/0
4472/4473,11,滦平,10:03,10:05,2分钟,3小时18分,1,125,9.5,-,0,0/0/0,0/0,0/0
4472/4473,12,二道沟门,10:24,10:25,1分钟,3小时39分,1,142,11.5,-,0,0/0/0,0/0,0/0
4472/4473,13,五道河,10:35,10:36,1分钟,3小时50分,1,150,11.5,-,0,0/0/0,0/0,0/0
4472/4473,14,虎什哈,10:47,10:48,1分钟,4小时2分,1,158,11.5,-,0,45.5/48.5/50.5,0/0,0/0
4472/4473,15,猴山,10:56,11:16,20分钟,4小时11分,1,165,12.5,-,0,0/0/0,0/0,0/0
4472/4473,16,南大庙,11:25,11:26,1分钟,4小时40分,1,172,13.5,-,0,0/0/0,0/0,0/0
4472/4473,17,流水沟,11:38,11:39,1分钟,4小时53分,1,182,13.5,-,0,0/0/0,0/0,0/0
4472/4473,18,古北口,11:44,11:47,3分钟,4小时59分,1,184,13.5,-,0,47.5/50.5/52.5,0/0,0/0
4472/4473,19,黑山寺,13:38,13:40,2分钟,6小时53分,1,226,18.5,-,0,52.5/55.5/57.5,0/0,0/0
4472/4473,20,怀柔北,14:09,14:15,6分钟,7小时24分,1,241,19.5,-,0,53.5/56.5/58.5,0/0,0/0
4472/4473,21,雁栖湖,14:22,14:25,3分钟,7小时37分,1,246,-,-,0,0/0/0,0/0,0/0
4472/4473,22,北宅,14:37,14:39,2分钟,7小时52分,1,255,19.5,-,0,0/0/0,0/0,0/0
4472/4473,23,官高,15:31,15:32,1分钟,8小时46分,1,283,21.5,-,0,0/0/0,0/0,0/0
4472/4473,24,昌平北,15:42,终点站,,8小时57分,1,291,21.5,-,0,55.5/58.5/60.5,0/0,0/0
