train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
5036/5037,1,枣庄西,始发站,20:53,,-1分,1,0,-,-,0,0/0/0,0/0,0/0
5036/5037,2,滕州,21:16,21:18,2分钟,-1分,1,34,7,-,0,53/58/61,79.5/85.5,0/0
5036/5037,3,邹城,21:46,21:49,3分钟,-1分,1,74,10.5,-,0,56.5/61.5/64.5,87.5/93.5,0/0
5036/5037,4,兖州,22:04,22:39,35分钟,-1分,1,95,13.5,-,0,59.5/64.5/67.5,90.5/96.5,0/0
5036/5037,5,曲阜,23:33,23:53,20分钟,-1分,1,126,17.5,-,0,63.5/68.5/71.5,97.5/103.5,0/0
5036/5037,6,平邑,00:30,00:34,4分钟,-1分,2,190,25.5,-,0,71.5/76.5/79.5,110.5/116.5,0/0
5036/5037,7,临沂,01:26,01:32,6分钟,-1分,2,277,36.5,-,0,82.5/87.5/90.5,127.5/133.5,0/0
5036/5037,8,莱阳,06:15,06:22,7分钟,-1分,2,605,72,-,0,135/139/145,212/222,0/0
5036/5037,9,徐家店,06:46,06:52,6分钟,-1分,2,637,75,-,0,141/145/150,222/233,0/0
5036/5037,10,烟台,07:56,终点站,,-1分,2,710,86,-,0,159/164/170,251/263,0/0
