 station_train_code,departure_destination_station,train_number
S902,天津-蓟州北,50000S9020F
S903,宝坻-天津北,50000S90304
S905,蓟州北-天津北,50000S90503
S906,天津北-宝坻,50000S90603
S910,天津北-蓟州北,50000S91004
S911,蓟州北-天津北,50000S91108
S912,天津北-宝坻,50000S91203
S913,宝坻-天津北,50000S91309
S916,天津北-蓟州北,50000S91606
S917,蓟州北-天津,50000S91704
S918,天津北-蓟州北,50000S91806
Y951,乌鲁木齐-霍尔果斯,30000Y95104
Y952,霍尔果斯-乌鲁木齐,50000Y95202
Y954,北屯市-乌鲁木齐,10000Y95401
Y961,和田-乌鲁木齐,40000Y9640A
Y962,乌鲁木齐-和田,30000Y96209
Y963,乌鲁木齐-和田,30000Y96209
Y964,和田-乌鲁木齐,40000Y9640A
1133,北京西-乌海西,40000113301
1134,乌海西-北京西,3000011340O
1147,连云港东-宝鸡,8000011500A
1148,宝鸡-连云港东,1000011480R
1149,宝鸡-连云港东,1000011480R
1150,连云港东-宝鸡,8000011500A
1227,阜新南-上海,5000012300B
1228,上海-阜新南,50000122891
1229,上海-阜新南,50000122891
1230,阜新南-上海,5000012300B
1303,北京西-郑州,4000013030P
1304,郑州-北京西,8000013040J
1461,北京-上海,4000014611X
1462,上海-北京,50000146202
1551,太原-连云港东,7000015511P
1552,连云港东-太原,80000155214
1553,连云港东-太原,80000155214
1554,太原-连云港东,7000015511P
1817,乌兰浩特-呼和浩特东,1000018200V
1818,呼和浩特东-乌兰浩特,3000018180T
1819,呼和浩特东-乌兰浩特,3000018180T
1820,乌兰浩特-呼和浩特东,1000018200V
2051,大连-牡丹江,30000205116
2052,牡丹江-大连,30000205219
2061,大连-加格达奇,30000206117
2062,加格达奇-大连,4000020620R
2065,承德-沈阳,4000020650X
2066,沈阳-承德,2000020660Q
2067,沈阳-承德,2000020660Q
2068,承德-沈阳,4000020650X
2083,大连-海拉尔,3000020830Q
2084,海拉尔-大连,50000208406
2095,太原-西安,70000209503
2096,西安-太原,10000209603
2123,齐齐哈尔-丹东,40000212312
2124,丹东-齐齐哈尔,20000212411
2125,丹东-齐齐哈尔,20000212411
2126,齐齐哈尔-丹东,40000212312
2149,日照-郑州,70000215208
2150,郑州-日照,8000021500B
2151,郑州-日照,8000021500B
2152,日照-郑州,70000215208
2209,大连-黑河,30000220911
2210,黑河-大连,10000221005
2461,临汾-包头,7000024641A
2462,包头-临汾,3000024620K
2463,包头-临汾,3000024620K
2464,临汾-包头,7000024641A
2549,北京-鞍山,4000025491A
2550,鞍山-北京,2000025500Q
2589,北京-辽源,40000258931
2590,辽源-北京,90000259101
2591,辽源-北京,90000259101
2592,北京-辽源,40000258931
2601,朔州-秦皇岛,80000260417
2602,秦皇岛-大同,5000026020M
2603,秦皇岛-大同,5000026020M
2604,朔州-秦皇岛,80000260417
2621,昌平北-赤峰,4000026210Q
2623,大连-满洲里,30000262310
2624,满洲里-大连,5000026240I
2635,呼和浩特-兰州西,3000026350S
2636,兰州西-呼和浩特,d0000263610
2667,沈阳-加格达奇,2000026670O
2668,加格达奇-沈阳,40000266844
2673,太原-晋城,70000267308
2674,晋城-太原,8000026740C
2701,呼和浩特-银川,3000027010H
2702,银川-呼和浩特,70000270272
2727,大连-绥芬河,3000027270B
2728,绥芬河-大连,3000027280G
4043,宁安-密山,30000404341
4044,密山-宁安,30000404444
4057,加格达奇-塔河,40000405706
4059,加格达奇-塔河,40000405907
4060,塔河-加格达奇,40000406007
4081,齐齐哈尔-北安,4000040810C
4082,北安-齐齐哈尔,10000408205
4083,齐齐哈尔-黑河,40000408343
4084,黑河-齐齐哈尔,1000040840Y
4085,泰来-齐齐哈尔,40000408508
4086,齐齐哈尔-泰来,4000040860C
4087,齐齐哈尔-富裕,40000408700
4088,富裕-齐齐哈尔,40000408800
4095,泰来-齐齐哈尔,4000040950S
4133,佳木斯-前进镇,2000041330Q
4134,前进镇-佳木斯,2000041340G
4135,佳木斯-前进镇,2000041350P
4136,前进镇-佳木斯,2000041360T
4167,海拉尔-莫尔道嘎,50000417001
4168,莫尔道嘎-满洲里,50000416804
4169,莫尔道嘎-满洲里,50000416804
4170,海拉尔-莫尔道嘎,50000417001
4171,牡丹江-鹤岗,3000041710I
4172,鹤岗-东京城,2000041720E
4173,牡丹江-佳木斯,3000041730E
4174,佳木斯-牡丹江,2000041740G
4179,阿尔山北-海拉尔,50000417905
4180,海拉尔-阿尔山北,50000418004
4181,海拉尔-满归,5000041840G
4182,满归-海拉尔,5000041820F
4183,满归-海拉尔,5000041820F
4184,海拉尔-满归,5000041840G
4185,海拉尔-满洲里,5000041850D
4186,满洲里-海拉尔,5000041860L
4187,齐齐哈尔-满洲里,4000041870A
4188,满洲里-齐齐哈尔,5000041880T
4191,海拉尔-满洲里,50000419100
4192,满洲里-海拉尔,500004192A0
4215,鞍山-沈阳北,20000421506
4216,沈阳北-北京,20000421670
4229,营口-沈阳,3000042290K
4230,沈阳-营口,2000042300N
4245,通化-白河,9000042450M
4246,白河-通化,9000042460R
4247,通化-白山市,90000424709
4248,南芬-辽阳,20000424810
4249,辽阳-本溪,20000424903
4255,叶柏寿-锦州,5000042550G
4256,锦州-叶柏寿,5000042560F
4305,长春-榆树,1000043050C
4306,榆树-长春,10000430604
4309,阜新南-通辽,50000430902
4310,通辽-上海,6000043100G
4315,本溪-小市,20000431502
4316,小市-本溪,20000431603
4317,丹东-通化,2000043200E
4318,通化-丹东,9000043180G
4319,通化-丹东,9000043180G
4320,丹东-通化,2000043200E
4321,本溪-南芬,20000432103
4322,本溪-沈阳,20000432206
4325,沈阳-长甸,2000043250H
4326,长甸-沈阳,2000043260E
4327,叶柏寿-通辽,5000043270K
4328,赤峰-叶柏寿,60000432807
4330,通辽-赤峰,6000043300E
4341,吉林-山河屯,80000434104
4342,山河屯-吉林,80000434204
4343,吉林-图们,80000434304
4344,图们-吉林,80000434406
4347,通化-集安,90000434707
4348,集安-通化,90000434808
4349,通化-临江,90000434903
4350,临江-通化,90000435004
4351,通化-临江,90000435102
4352,临江-通化,90000435206
4355,四平-通辽,10000435504
4356,通辽-四平,60000435705
4357,通辽-四平,60000435705
4358,四平-通辽,10000435504
4361,通化-集安,90000436103
4362,集安-通化,90000436201
4363,通化-集安,90000436302
4364,集安-通化,90000436402
4367,通辽-库伦,60000437006
4368,库伦-通辽,h0000436807
4369,库伦-通辽,h0000436807
4370,通辽-库伦,60000437006
4371,通辽-库伦,6000043740A
4372,库伦-通辽,h000043720C
4373,库伦-通辽,h000043720C
4374,通辽-库伦,6000043740A
4375,长春-榆树,10000437508
4376,榆树-长春,10000437704
4377,榆树-长春,10000437704
4378,长春-榆树,10000437508
4471,昌平北-承德,4000044710U
4472,承德-昌平北,4000044730R
4473,承德-昌平北,4000044730R
4474,昌平北-承德,4000044710U
4601,大同-风陵渡,80000460100
4602,临汾-大同,70000460210
4606,风陵渡-临汾,70000460600
4607,太原-永济,70000460700
4608,永济-太原,70000460800
4611,太原-介休,70000461106
4612,介休-太原,70000461202
4615,宁武-太原,80000461502
4616,太原-宁武,70000461612
4621,太原-蔡家崖,70000462111
4622,蔡家崖-太原,70000462311
4623,蔡家崖-太原,70000462311
4624,太原-蔡家崖,70000462111
4627,临汾-运城,70000462717
4628,运城-临汾,7000046281D
4629,大同-朔州,80000462906
4630,朔州-大同,80000463008
4631,太原-临汾,70000463103
4632,侯马-太原,70000463210
4635,忻州-太原,70000463515
4636,太原-忻州,70000463615
4641,大同-朔州,80000464103
4643,太原-柳林南,70000464309
4644,柳林南-太原,7000046440A
4705,洛阳-南阳,00000470830
4706,南阳-洛阳,0000047060L
4707,南阳-洛阳,0000047060L
4708,洛阳-南阳,00000470830
4731,洛阳-南阳,0000047340A
4732,邓州-洛阳,0000047320O
4733,邓州-洛阳,0000047320O
4734,洛阳-南阳,0000047340A
4741,南阳-邓州,00000474109
5001,济南-陵城,70000500104
5002,陵城-济南,k0000500302
5003,陵城-济南,k0000500302
5004,济南-陵城,70000500104
5005,枣庄西-临沂,70000500501
5006,临沂-枣庄西,70000500602
5007,枣庄西-日照,70000500701
5008,日照-枣庄西,70000500801
5010,烟台-菏泽,90000501000
5011,烟台-菏泽,90000501000
5013,菏泽-青岛北,70000501630
5016,菏泽-青岛北,70000501630
5017,曹县-烟台,7000050200O
5020,曹县-烟台,7000050200O
5026,青岛北-曹县,90000502650
5027,青岛北-曹县,90000502650
5036,枣庄西-烟台,7000050360H
5037,枣庄西-烟台,7000050360H
5039,威海-菏泽,90000504202
5040,菏泽-威海,70000504006
5041,菏泽-威海,70000504006
5042,威海-菏泽,90000504202
5045,菏泽-青岛,70000504806
5046,烟台-菏泽,90000504603
5047,烟台-菏泽,90000504603
5048,菏泽-青岛,70000504806
5511,南宁-凭祥,1000055110A
5512,凭祥-南宁,10000551209
5517,南宁-凭祥,1000055170A
5518,凭祥-南宁,1000055180B
5533,金城江-湛江,10000553602
5534,湛江-金城江,10000553402
5535,湛江-金城江,10000553402
5536,金城江-湛江,10000553602
5537,金城江-湛江,1000055400M
5538,湛江-金城江,1000055380M
5539,湛江-金城江,1000055380M
5540,金城江-湛江,1000055400M
5609,重庆北-秀山,70000560940
5610,秀山-重庆北,70000561025
5611,内江-重庆,7000056110T
5612,重庆-内江,7000056120W
5621,峨眉-汉源,60000562100
5622,汉源-峨眉,60000562200
5629,重庆-遵义西,7000056290Z
5630,遵义西-重庆,8000056300Z
5633,普雄-攀枝花,6000056330O
5634,攀枝花-普雄,6000056340L
5635,内江-昭通,7000056350T
5636,昭通-内江,7000056360U
5639,玉屏-贵阳,8000056390V
5640,贵阳-玉屏,8000056400R
5645,贵阳-昭通,8000056450T
5646,昭通-贵阳,70000564716
5647,昭通-贵阳,70000564716
5648,贵阳-昭通,8000056450T
5801,乌鲁木齐-阿拉山口,30000580130
5802,阿拉山口-乌鲁木齐,50000580600
5804,乌鲁木齐-阿拉山口,30000580130
5805,乌鲁木齐-阿拉山口,30000580130
5806,阿拉山口-乌鲁木齐,50000580600
5809,喀什-和田,40000580906
5810,和田-喀什,40000581006
5813,喀什-莎车,40000581302
5814,莎车-喀什,40000581403
5831,伊宁-霍尔果斯,50000583110
5832,霍尔果斯-伊宁,50000583210
5833,伊宁-霍尔果斯,50000583310
5834,霍尔果斯-伊宁,50000583410
5835,伊宁-霍尔果斯,50000583510
5836,霍尔果斯-伊宁,50000583610
6025,麻城-九江,90000602509
6026,九江-麻城,7000060260A
6029,承德-赤峰,4000060290J
6030,赤峰-承德,6000060300A
6033,石家庄北-太原南,60000603300
6034,太原-石家庄北,70000603418
6043,邯郸-长治北,6000060430W
6044,长治北-邯郸,80000604408
6045,临汾-韩城,70000604526
6046,韩城-临汾,10000604607
6055,大同-包头,8000060551J
6056,包头-大同,3000060560L
6061,六盘水-昆明,8000060610V
6062,昆明-六盘水,00000606237
6063,宝鸡-广元,1000060630P
6064,广元-宝鸡,60000606405
6065,安康-达州,3000060650Q
6066,达州-安康,7000060660C
6067,广元-兰州,60000606700
6068,兰州-广元,50000606800
6071,平凉-宝鸡,70000607404
6072,宝鸡-平凉,1000060720C
6073,宝鸡-平凉,1000060720C
6074,平凉-宝鸡,70000607404
6215,桦南-佳木斯,2000062150E
6216,佳木斯-桦南,2000062160B
6217,桦南-佳木斯,20000621701
6218,佳木斯-桦南,20000621801
6223,牡丹江-东方红,30000622317
6224,东方红-牡丹江,30000622423
6231,五常-哈尔滨,10000623109
6232,香坊-五常,10000623202
6233,五常-哈尔滨东,10000623306
6234,哈尔滨东-五常,1000062340B
6237,塔尔气-海拉尔,5000062400K
6238,海拉尔-塔尔气,5000062380J
6239,海拉尔-塔尔气,5000062380J
6240,塔尔气-海拉尔,5000062400K
6245,齐齐哈尔-古莲,40000624518
6246,古莲-齐齐哈尔,40000624610
6251,牡丹江-鸡西,3000062510H
6252,鸡西-牡丹江,3000062520F
6253,哈尔滨东-绥化,1000062530F
6254,绥化-一面坡,1000062540M
6255,绥化-一面坡,1000062540M
6259,齐齐哈尔-富拉尔基,4000062590B
6260,富拉尔基-三间房,40000626007
6261,三间房-富拉尔基,40000626107
6262,富拉尔基-三间房,40000626206
6263,三间房-富拉尔基,40000626305
6264,富拉尔基-汤池,40000626400
6265,汤池-富拉尔基,40000626510
6266,富拉尔基-齐齐哈尔,40000626609
6271,乌伊岭-佳木斯,2000062740N
6272,佳木斯-乌伊岭,2000062720F
6273,佳木斯-乌伊岭,2000062720F
6274,乌伊岭-佳木斯,2000062740N
6276,齐齐哈尔-泰来,4000062760O
6277,泰来-齐齐哈尔,4000062770M
6278,齐齐哈尔-泰来,4000062780K
6279,三间房-齐齐哈尔,4000062790K
6280,齐齐哈尔-三间房,4000062800J
6285,长汀镇-牡丹江,30000628809
6286,牡丹江-长汀镇,3000062860B
6287,牡丹江-长汀镇,3000062860B
6288,长汀镇-牡丹江,30000628809
6335,公主岭-长春,10000633504
6336,长春-公主岭,10000633604
6337,长春-陶赖昭,10000633708
6338,德惠-长春,10000633803
6361,沙岭-沈阳,20000636100
6362,沈阳-沙岭,2000063620A
6363,沙岭-沈阳,20000636300
6364,沈阳-沙岭,20000636400
6365,马三家-沈阳,2000063650C
6366,沈阳-马三家,2000063660F
6397,安平-本溪,20000639702
6398,本溪-安平,20000639802
6419,通州西-承德,4000064190R
6420,承德-通州西,4000064200L
6423,邯郸-潞城,6000064230F
6424,潞城-邯郸,6000064240B
6433,兴隆县-承德,4000064330M
6434,承德-兴隆县,4000064340M
6435,承德-平泉,4000064350E
6436,平泉-承德,4000064360F
6437,北京西-大涧,4000064370I
6438,大涧-北京西,4000064380F
6455,承德-平泉,4000064550D
6456,平泉-承德,4000064560D
6851,包头东-乌海西,30000685108
6852,乌海西-包头东,30000685208
6853,包头东-白云鄂博,30000685306
6854,白云鄂博-包头东,30000685408
6855,二连-呼和浩特,3000068580D
6856,呼和浩特-二连,3000068560C
6857,呼和浩特-二连,3000068560C
6858,二连-呼和浩特,3000068580D
6905,新乡-长治北,8000069050C
6906,长治北-新乡,8000069070V
6907,长治北-新乡,8000069070V
6908,新乡-长治北,8000069050C
6967,伊春-乌伊岭,2000069670H
6968,乌伊岭-伊春,2000069680H
7001,西安-韩城,1000070010Q
7002,韩城-西安,1000070030N
7003,韩城-西安,1000070030N
7004,西安-韩城,1000070010Q
7005,西安-榆林,10000700505
7006,榆林-西安,a0000700706
7007,榆林-西安,a0000700706
7008,西安-榆林,10000700505
7053,淄博-泰山,90000705300
7054,泰山-淄博,70000705400
7265,张家界-怀化,40000726507
7266,怀化-澧县,40000726609
7267,澧县-张家界,4000072670A
7269,怀化-塘豹,40000726904
7270,塘豹-怀化,40000727004
7271,梅江-怀化,40000727106
7272,怀化-梅江,40000727204
7273,益阳-怀化,a000072730C
7274,新晃-益阳,4000072740B
7275,怀化-新晃,40000727504
7451,红果-昆明,00000745416
7452,昆明-红果,00000745215
7453,昆明-红果,00000745215
7454,红果-昆明,00000745416
7501,陇西-兰州,50000750111
7502,兰州-陇西,50000750211
7503,张家川-陇西,90000750300
7504,陇西-张家川,50000750420
7505,兰州-武威南,50000750510
7506,武威南-兰州,60000750610
7507,武威南-嘉峪关,60000750710
7508,嘉峪关-武威南,60000750810
7509,干塘-兰州,70000750910
7510,兰州-干塘,50000751010
7511,银川-长庆桥,70000751121
7512,长庆桥-银川,i0000751301
7513,长庆桥-银川,i0000751301
7514,银川-长庆桥,70000751121
7515,白银西-长征,50000751500
7516,长征-白银西,50000751600
7519,中卫-武威,70000751901
7520,武威-中卫,60000752000
7521,绿化-镜铁山,60000752110
7522,镜铁山-绿化,60000752210
7523,汝箕沟-银川,70000752601
7524,银川-汝箕沟,70000752401
7525,银川-汝箕沟,70000752401
7526,汝箕沟-银川,70000752601
7529,嘉峪关-镜铁山,60000752900
7530,镜铁山-嘉峪关,60000753000
7531,银川-中卫,70000753101
7532,中卫-银川,70000753201
7533,中卫-银川,70000753201
7534,银川-中卫,70000753101
7535,嘉峪关-敦煌,60000753500
7536,敦煌-嘉峪关,b0000753700
7537,敦煌-嘉峪关,b0000753700
7551,哈密-乌鲁木齐,20000755106
7552,乌鲁木齐-哈密,30000755206
7553,柳园-哈密,20000755305
7554,哈密-柳园,20000755405
7555,喀什-乌鲁木齐,4000075580B
7556,乌鲁木齐-喀什,3000075560E
7557,乌鲁木齐-喀什,3000075560E
7558,喀什-乌鲁木齐,4000075580B
7559,乌鲁木齐-准东,30000755900
7560,准东-乌鲁木齐,x0000756000
7563,兰州-兰州新区,50000756301
7564,兰州新区-兰州,e0000756401
7565,兰州-兰州新区,50000756500
7566,兰州新区-兰州,e0000756600
7581,西宁-格尔木,8000075810J
7582,格尔木-西宁,8000075820C
S8001,海口-海口东,b000S800100
S8002,海口东-海口,d000S800200
S8003,海口-美兰,b000S800300
S8004,美兰-海口,d000S800400
S8005,海口-海口东,b000S800500
S8006,海口东-海口,d000S800601
S8007,海口-海口东,b000S800700
S8008,海口东-海口,d000S800800
S8009,海口-美兰,b000S800900
S8010,美兰-海口,d000S801000
S8011,海口-美兰,b000S801101
S8012,美兰-海口,d000S801200
S8013,海口-美兰,b000S801301
S8014,美兰-海口,d000S801400
S8015,海口-海口东,b000S801501
S8016,海口东-海口,d000S801600
S8017,海口-美兰,b000S801701
S8018,美兰-海口,d000S801801
S8019,海口-美兰,b000S801902
S8020,美兰-海口,d000S802001
S8021,海口-海口东,b000S802102
S8022,海口东-海口,d000S802201
S8023,海口-美兰,b000S802302
S8024,美兰-海口,d000S802403
S8025,海口-海口东,b000S802502
S8026,海口东-海口,d000S802603
S8027,海口-美兰,b000S802702
S8028,美兰-海口,d000S802803
S8029,海口-海口东,b000S802902
S8030,海口东-海口,d000S803003
S8031,海口-美兰,b000S803102
S8032,美兰-海口,d000S803203
S8033,海口-美兰,b000S803302
S8034,美兰-海口,d000S803403
S8056,美兰-海口,d000S805600
S8057,海口-海口东,b000S805701
S8058,海口东-海口,d000S805800
S8059,海口-海口东,b000S805901
S8060,海口东-海口,d000S806000
S8061,海口-海口东,b000S806101
S8062,海口东-海口,d000S806200
S8063,海口-海口东,b000S806300
S8064,海口东-海口,d000S806400
S8065,海口-海口东,b000S806500
S8066,海口东-海口,d000S806600
S8067,海口-海口东,b000S806700
S8068,海口东-海口,d000S806800
S8069,海口-美兰,b000S806900
S8070,美兰-海口,d000S807000
S8071,海口-海口东,b000S807100
S8072,海口东-海口,d000S807200
S8073,海口-海口东,b000S807300
S8074,海口东-海口,d000S807400
S8075,海口-海口东,b000S807500
S8076,海口东-海口,d000S807600
S8078,美兰-海口,d000S807800
S8079,海口-美兰,b000S807900
S8080,美兰-海口,d000S808000
S8081,海口-海口东,b000S808100
S8082,海口东-海口,d000S808200
S8083,海口-海口东,b000S808300
S8084,海口东-海口,d000S808400
S8085,海口-海口东,b000S808500
S8086,海口东-海口,d000S808600
S8087,海口-海口东,b000S808700
S8088,海口东-海口,d000S808800
S8089,海口-海口东,b000S808900
S8093,海口-海口东,b000S809300
S8094,海口东-海口,d000S809400
S8095,海口-海口东,b000S809500
S8096,海口东-海口,d000S809600
S8097,海口-海口东,b000S809700
S8098,海口东-海口,d000S809800
S8099,海口-美兰,b000S809900
S8100,美兰-海口,d000S810000
S8151,海口-海口东,b000S815100
S8152,海口东-海口,d000S815200
8161,轩岗-原平,70000816100
8162,原平-轩岗,70000816200
8163,轩岗-原平,70000816300
8164,原平-轩岗,70000816400
8165,临汾-风陵渡,70000816504
8166,风陵渡-临汾,70000816605
8171,榆次-沁县,70000817124
8172,沁县-榆次,70000817214
8187,柴沟堡-大同,80000818702
8188,大同-柴沟堡,80000818802
8323,固始-信阳,90000832302
8324,信阳-固始,90000832401
8331,淮滨-麻城,90000833101
8332,麻城-淮滨,90000833201
8351,渭南-西安,1000083510F
8352,西安-渭南,10000835206
8353,渭南-西安,1000083530E
8354,西安-渭南,10000835404
8355,西安-阎良,1000083550C
8356,阎良-西安,1000083570A
8357,阎良-西安,1000083570A
8358,西安-阎良,1000083550C
8359,宝鸡-元龙,10000835909
8361,汉中-阳平关,3000083610A
8362,阳平关-汉中,1000083620A
8375,西安-长武,1000083750G
8376,长武-西安,i000083760I
8815,介休-阳泉曲,70000881501
8816,阳泉曲-介休,70000881601
8817,灵丘-太原,70000881703
8818,太原-灵丘,70000881802
8819,宁武-岢岚,80000881900
8820,岢岚-宁武,80000882000
8821,忻州-河边,70000882100
8822,河边-忻州,70000882200
8823,大同-宁武,80000882302
8824,宁武-大同,80000882411
8833,宁武-岢岚,80000883301
8834,岢岚-宁武,80000883411
8845,临汾-运城,70000884502
8849,临汾-侯马,70000884901
8850,侯马-临汾,70000885001
K16,重庆西-济南,700000K1600
K20,满洲里-北京,500000K200L
K21,北京西-南宁,400000K211J
K22,南宁-北京西,100000K220U
K27,北京-丹东,400000K270X
K28,丹东-北京,200000K280I
K29,洛阳-福州,000000K320G
K30,福州-洛阳,800000K300P
K31,福州-洛阳,800000K300P
K32,洛阳-福州,000000K320G
K33,苏州-深圳,500000K3620
K34,深圳-苏州,500000K3406
K35,深圳-苏州,500000K3406
K36,苏州-深圳,500000K3620
K39,北京-鸡西,400000K393H
K40,鸡西-北京,300000K4009
K41,北京-敦煌,400000K410D
K42,敦煌-北京,b00000K4305
K43,敦煌-北京,b00000K4305
K44,北京-敦煌,400000K410D
K45,北京-福州,400000K451G
K46,福州-北京,800000K460K
K47,齐齐哈尔-杭州,400000K500D
K48,杭州-齐齐哈尔,600000K4832
K49,杭州-齐齐哈尔,600000K4832
K50,齐齐哈尔-杭州,400000K500D
K53,北京-沈阳北,400000K530H
K54,沈阳北-北京,200000K540B
K55,大连-包头,300000K5508
K56,包头-大连,300000K560A
K57,包头-大连,300000K560A
K58,大连-包头,300000K5508
K59,南通-西安,f00000K6292
K60,西安-南通,100000K600Q
K61,西安-南通,100000K600Q
K62,南通-西安,f00000K6292
K67,青岛-福州,900000K7009
K68,福州-青岛,800000K680M
K69,福州-青岛,800000K680M
K70,青岛-福州,900000K7009
K71,上海南-重庆北,500000K7144
K72,重庆北-上海南,700000K7308
K73,重庆北-上海南,700000K7308
K74,上海南-重庆北,500000K7144
K75,长春-宁波,100000K750E
K76,宁波-长春,e00000K76C1
K77,宁波-长春,e00000K76C1
K78,长春-宁波,100000K750E
K79,上海南-昆明,500000K79C0
K80,昆明-上海南,000000K800L
K81,西安-广州,100000K840R
K82,广州-西安,300000K820N
K83,广州-西安,300000K820N
K84,西安-广州,100000K840R
K85,广州-景德镇北,300000K850P
K86,景德镇北-广州,700000K870I
K87,景德镇北-广州,700000K870I
K88,广州-景德镇北,300000K850P
K89,北京西-呼和浩特,400000K890Q
K90,呼和浩特-北京西,300000K900I
K91,泰州-深圳东,f00000K94B2
K92,深圳东-泰州,500000K920E
K93,深圳东-泰州,500000K920E
K94,泰州-深圳东,f00000K94B2
K95,北京-抚顺北,400000K9506
K96,抚顺北-北京,200000K960X
K101,北京-温州,40000K1010F
K102,温州-北京,a0000K102C1
K105,北京西-深圳,40000K1051W
K106,深圳-北京西,50000K1060V
K111,上海南-贵阳,50000K111F0
K112,贵阳-上海南,80000K11208
K115,九江-深圳,70000K1150J
K116,深圳-九江,50000K1160G
K117,北京西-攀枝花,40000K1171N
K118,成都-北京西,60000K11800
K121,十堰-上海南,20000K1240M
K122,上海南-十堰,50000K123E1
K123,上海南-十堰,50000K123E1
K124,十堰-上海南,20000K1240M
K125,长春-西安,10000K12808
K126,西安-长春,10000K1260Y
K127,西安-长春,10000K1260Y
K128,长春-西安,10000K12808
K131,深圳西-兰州,90000K1340K
K132,兰州-深圳西,50000K13204
K133,兰州-深圳西,50000K13204
K134,深圳西-兰州,90000K1340K
K141,成都-南宁,60000K14409
K142,南宁-成都,10000K1420J
K143,南宁-成都,10000K1420J
K144,成都-南宁,60000K14409
K147,北京西-阜阳,40000K1470E
K148,阜阳-北京西,30000K14834
K149,上海南-湛江,50000K14931
K150,湛江-上海南,10000K1500N
K151,郑州-上海,80000K1540E
K152,上海-郑州,50000K15270
K153,上海-郑州,50000K15270
K154,郑州-上海,80000K1540E
K155,南京-昆明,40000K15591
K156,昆明-南京,00000K1560J
K157,北京西-湛江,40000K1571P
K158,湛江-北京西,10000K1580U
K169,西安-喀什,10000K16915
K170,喀什-西安,40000K17008
K171,日照-上海,70000K17405
K172,上海-日照,50000K17210
K173,上海-日照,50000K17210
K174,日照-上海,70000K17405
K175,商丘-乌鲁木齐,80000K1750Q
K176,乌鲁木齐-郑州,30000K17605
K177,郑州-西宁,80000K17708
K178,西宁-郑州,80000K17808
K179,北京西-郑州,40000K1790U
K180,郑州-北京西,80000K18004
K183,北京-南阳,40000K1833B
K184,南阳-北京,00000K1840G
K187,沈阳北-上海,20000K19015
K188,上海-沈阳北,50000K188C1
K189,上海-沈阳北,50000K188C1
K190,沈阳北-上海,20000K19015
K191,成都-广州,60000K19405
K192,广州-成都,30000K1920S
K193,广州-成都,30000K1920S
K194,成都-广州,60000K19405
K195,呼和浩特东-成都,30000K1950A
K196,成都-呼和浩特东,60000K19606
K197,成都-呼和浩特东,60000K19606
K198,呼和浩特东-成都,30000K1950A
K202,广州-重庆西,30000K2020C
K203,广州-重庆西,30000K2020C
K205,青岛-成都,90000K2080E
K206,成都-青岛,60000K20609
K207,成都-青岛,60000K20609
K208,青岛-成都,90000K2080E
K209,宁波-广州,e0000K21240
K210,广州-宁波,30000K2100H
K211,广州-宁波,30000K2100H
K212,宁波-广州,e0000K21240
K213,天津-西安,50000K21317
K214,西安-天津,10000K2140P
K215,北京-图们,40000K2150T
K216,图们-北京,00000K2160X
K218,银川-邯郸,70000K2180B
K219,银川-邯郸,70000K2180B
K225,兰州-广州,50000K2283A
K226,广州-兰州,30000K2260N
K227,广州-兰州,30000K2260N
K228,兰州-广州,50000K2283A
K229,昆明-厦门北,00000K23220
K230,厦门北-昆明,n0000K23000
K231,厦门北-昆明,n0000K23000
K232,昆明-厦门北,00000K23220
K233,石家庄-上海,60000K23317
K234,上海-石家庄,50000K23430
K235,上海-石家庄,50000K23430
K236,石家庄-上海,60000K23317
K237,太原-深圳西,70000K2370E
K238,深圳西-太原,90000K2380C
K239,深圳西-太原,90000K2380C
K240,太原-深圳西,70000K2370E
K241,厦门北-西安,n0000K24403
K242,西安-厦门北,10000K24221
K243,西安-厦门北,10000K24221
K244,厦门北-西安,n0000K24403
K245,扬州-成都,f0000K2458A
K246,成都-扬州,60000K24607
K247,成都-扬州,60000K24607
K248,扬州-成都,f0000K2458A
K251,荆门-上海南,20000K2540F
K252,上海南-荆门,50000K253D0
K253,上海南-荆门,50000K253D0
K254,荆门-上海南,20000K2540F
K255,合肥-深圳西,30000K25536
K256,深圳西-合肥,90000K25609
K257,天津-成都,50000K25719
K258,成都-天津,60000K2580D
K261,北京西-汉中,40000K2613W
K262,汉中-北京西,30000K2621F
K263,北京-包头,40000K2630Z
K264,包头-北京,30000K2640Q
K265,北京-北安,40000K26521
K266,北安-北京,10000K26601
K267,北京西-怀化,40000K2672I
K268,怀化-北京西,40000K2680G
K269,北京西-洛阳,40000K2690O
K270,洛阳-北京西,00000K27006
K271,上海南-井冈山,50000K271A0
K272,井冈山-上海南,70000K2720J
K273,满洲里-呼和浩特,50000K2760B
K274,呼和浩特-满洲里,30000K2740Q
K275,呼和浩特-满洲里,30000K2740Q
K276,满洲里-呼和浩特,50000K2760B
K279,北京西-十堰,40000K2791G
K281,成都-上海,60000K2840A
K282,上海-成都,50000K282C0
K283,上海-成都,50000K282C0
K284,成都-上海,60000K2840A
K285,北京-烟台,40000K28519
K286,烟台-北京,90000K28608
K287,上海南-南昌,50000K28711
K288,南昌-上海南,70000K2880D
K289,成都-上海,60000K2920B
K290,上海-成都,50000K29012
K291,上海-成都,50000K29012
