 station_train_code,departure_destination_station,train_number
D1,北京-沈阳南,4000000D121
D2,沈阳南-北京,2000000D20K
D3,北京-沈阳南,4000000D325
D4,沈阳南-北京,2000000D400
D6,沈阳北-北京,2000000D60J
D7,北京-沈阳北,4000000D711
D9,北京-沈阳南,4000000D900
D10,沈阳南-北京,200000D100I
D11,北京-沈阳南,400000D1120
D12,沈阳南-北京,200000D1220
D13,北京-沈阳北,400000D1336
D14,沈阳北-北京,200000D140C
D17,北京-沈阳南,400000D170I
D18,沈阳南-北京,200000D180B
D19,北京-长春,400000D190S
D20,长春-北京,100000D200B
D21,北京-珲春,400000D211A
D22,珲春-北京,c00000D2206
D23,北京-长春西,400000D2322
D24,长春西-北京,g00000D2405
D25,北京-佳木斯,400000D2531
D26,佳木斯-北京,200000D2601
D27,北京-哈尔滨西,400000D2713
D28,哈尔滨西-北京,h00000D280L
D29,北京-齐齐哈尔南,400000D291A
D30,齐齐哈尔南-北京,400000D3009
D31,大连北-北京,g00000D3100
D32,北京-大连北,400000D3320
D33,北京-大连北,400000D3320
D34,大连北-北京,g00000D3100
D35,大连北-北京,g00000D350A
D36,北京-大连北,400000D370K
D37,北京-大连北,400000D370K
D38,大连北-北京,g00000D350A
D39,大连北-北京,g00000D3909
D40,北京-大连北,400000D410O
D41,北京-大连北,400000D410O
D42,大连北-北京,g00000D3909
D43,大连北-北京,g00000D430E
D44,北京-大连北,400000D450I
D45,北京-大连北,400000D450I
D46,大连北-北京,g00000D430E
D48,北京-通辽,400000D4903
D49,北京-通辽,400000D4903
D50,通辽-北京,600000D5001
D51,北京-沈阳北,400000D5121
D52,沈阳北-北京,200000D520C
D55,兰州-乌鲁木齐,500000D5501
D56,乌鲁木齐-兰州,300000D5605
D73,北京-吉林,400000D730O
D74,吉林-北京,800000D740E
D101,北京-哈尔滨西,40000D10118
D102,哈尔滨西-北京,h0000D1020K
D111,珲春-齐齐哈尔南,c0000D1140C
D112,齐齐哈尔南-珲春,40000D1120G
D113,齐齐哈尔南-珲春,40000D1120G
D114,珲春-齐齐哈尔南,c0000D1140C
D115,延吉西-哈尔滨西,c0000D11803
D116,哈尔滨西-延吉西,h0000D11605
D117,哈尔滨西-延吉西,h0000D11605
D118,延吉西-哈尔滨西,c0000D11803
D119,长春西-牡丹江,g0000D11902
D120,牡丹江-长春,30000D12002
D121,长春-佳木斯,10000D12102
D122,佳木斯-长春西,20000D12200
D123,吉林-哈尔滨西,80000D12601
D124,哈尔滨西-吉林,h0000D12400
D125,哈尔滨西-吉林,h0000D12400
D126,吉林-哈尔滨西,80000D12601
D127,吉林-齐齐哈尔南,80000D13002
D128,齐齐哈尔南-吉林,40000D12801
D129,齐齐哈尔南-吉林,40000D12801
D130,吉林-齐齐哈尔南,80000D13002
D131,吉林-佳木斯,80000D13410
D132,哈尔滨西-吉林,h0000D13200
D133,哈尔滨西-吉林,h0000D13200
D134,吉林-佳木斯,80000D13410
D135,吉林-牡丹江,80000D13802
D136,牡丹江-吉林,30000D13601
D137,牡丹江-吉林,30000D13601
D138,吉林-牡丹江,80000D13802
D201,南宁东-广州南,10000D20102
D202,广州南-南宁东,c0000D20206
D203,南宁东-广州南,10000D20303
D204,广州南-南宁东,c0000D20406
D205,南宁东-广州南,10000D20503
D206,广州南-南宁东,c0000D20604
D207,南宁东-广州南,10000D20704
D208,广州南-南宁东,c0000D20803
D211,贵阳北-广州南,80000D21105
D212,广州南-贵阳北,c0000D21207
D213,贵阳北-广州南,80000D21302
D214,广州南-贵阳北,c0000D21403
D295,郑州-福州,80000D2950A
D296,福州-郑州,80000D2960K
D298,郑州-福州,80000D2950A
D305,西安北-上海,f0000D3080K
D306,上海-西安北,50000D306A1
D307,上海-西安北,50000D306A1
D308,西安北-上海,f0000D3080K
D309,兰州西-上海,d0000D31200
D310,上海-兰州西,50000D31000
D311,上海-兰州西,50000D31000
D312,兰州西-上海,d0000D31200
D335,北京-青岛北,40000D33500
D336,青岛北-北京,90000D33600
D351,成都东-上海虹桥,60000D35406
D352,上海虹桥-成都东,l0000D35280
D353,上海虹桥-成都东,l0000D35280
D354,成都东-上海虹桥,60000D35406
D361,汉口-成都东,90000D36102
D362,成都东-汉口,60000D36201
D365,成都东-武汉,60000D36806
D366,武汉-成都东,e0000D3660C
D367,武汉-成都东,e0000D3660C
D368,成都东-武汉,60000D36806
D377,上海虹桥-深圳北,l0000D37700
D378,深圳北-上海虹桥,i0000D37800
D381,上海虹桥-莆田,l0000D38190
D382,福州南-上海虹桥,n0000D3820I
D617,成都东-武汉,60000D62000
D618,武汉-成都东,e0000D61800
D619,武汉-成都东,e0000D61800
D620,成都东-武汉,60000D62000
D623,宜昌东-重庆北,20000D62300
D624,重庆北-宜昌东,70000D62400
D625,汉口-重庆北,90000D62500
D626,重庆北-汉口,70000D62600
D629,汉口-重庆北,90000D62904
D630,重庆北-汉口,70000D63003
D631,成都-武汉,60000D6340A
D632,武汉-成都,e0000D63209
D633,武汉-成都,e0000D63209
D634,成都-武汉,60000D6340A
D635,成都东-上海虹桥,60000D63807
D636,上海虹桥-成都东,l0000D63650
D637,上海虹桥-成都东,l0000D63650
D638,成都东-上海虹桥,60000D63807
D655,重庆北-宁波,70000D65805
D656,宁波-重庆北,e0000D65641
D657,宁波-重庆北,e0000D65641
D658,重庆北-宁波,70000D65805
D671,福州南-深圳北,n0000D6710P
D672,深圳北-福州南,i0000D6720K
D673,厦门-深圳北,80000D6730K
D674,深圳北-厦门,i0000D6740U
D675,厦门-深圳北,80000D67500
D676,深圳北-厦门,i0000D67600
D677,漳州-深圳北,n0000D67700
D678,深圳北-漳州,i0000D67800
D682,深圳北-厦门,i0000D6820E
D683,厦门-深圳北,80000D6830E
D684,深圳北-厦门,i0000D6840H
D685,厦门-深圳北,80000D68510
D687,厦门-深圳北,80000D68700
D688,深圳北-厦门,i0000D68802
D689,厦门北-深圳北,n0000D68905
D690,深圳北-厦门北,i0000D69004
D691,厦门-深圳北,80000D69100
D692,深圳北-厦门,i0000D69204
D701,北京-上海,40000D70100
D702,上海-北京,50000D70200
D705,北京-上海,40000D70500
D706,上海-北京,50000D70600
D707,北京南-上海虹桥,40000D7070E
D708,上海虹桥-北京南,l0000D70824
D709,北京南-上海,40000D70901
D710,上海-北京南,50000D71000
D711,北京-杭州,40000D71103
D712,杭州-北京,60000D71201
D715,北京南-南京,40000D71501
D716,南京-北京南,40000D71600
D717,北京-杭州,40000D71702
D718,杭州-北京,60000D71800
D751,重庆北-兰州,70000D75102
D752,兰州西-重庆北,d0000D75201
D753,重庆北-兰州,70000D75300
D754,兰州-重庆北,50000D75400
D755,重庆北-兰州,70000D75500
D756,兰州-重庆北,50000D75600
D761,成都东-兰州,60000D76400
D762,兰州-成都东,50000D76200
D763,兰州-成都东,50000D76200
D764,成都东-兰州,60000D76400
D951,成都东-上海,60000D95400
D952,上海-成都东,50000D95210
D953,上海-成都东,50000D95210
D954,成都东-上海,60000D95400
D955,重庆北-上海,70000D95801
D956,上海-重庆北,50000D95620
D957,上海-重庆北,50000D95620
D958,重庆北-上海,70000D95801
D959,厦门北-深圳北,n0000D95904
D960,深圳北-厦门北,i0000D96000
D1601,石家庄-济南西,6000D160102
D1603,石家庄-济南西,6000D16030D
D1604,济南西-石家庄,p000D160402
D1606,济南西-石家庄,p000D160602
D1611,石家庄-青岛北,6000D161103
D1612,青岛北-石家庄,9000D161201
D1615,石家庄-威海,6000D161503
D1616,威海-石家庄,9000D161604
D1621,石家庄-荣成,6000D162105
D1622,荣成-石家庄,9000D162203
D1623,石家庄-威海,6000D162304
D1624,威海-石家庄,9000D162402
D1625,石家庄-烟台,6000D162503
D1626,烟台-石家庄,9000D162602
D1631,太原南-青岛北,7000D163402
D1632,青岛北-太原南,9000D163202
D1633,青岛北-太原南,9000D163202
D1634,太原南-青岛北,7000D163402
D1635,运城北-青岛,7000D163814
D1636,青岛-运城北,9000D163604
D1637,青岛-运城北,9000D163604
D1638,运城北-青岛,7000D163814
D1643,运城北-济南西,7000D164603
D1644,济南西-运城北,p000D164403
D1645,济南西-运城北,p000D164403
D1646,运城北-济南西,7000D164603
D1691,青岛北-盐城北,9000D169101
D1692,盐城北-青岛北,f000D169210
D1693,青岛北-盐城北,9000D169300
D1694,盐城北-青岛北,f000D169400
D1695,盐城北-威海,f000D169800
D1696,威海-盐城北,9000D169600
D1697,威海-盐城北,9000D169600
D1698,盐城北-威海,f000D169800
D1701,西安北-贵阳北,f000D170104
D1702,贵阳北-西安北,8000D170201
D1703,贵阳北-西安北,8000D170201
D1704,西安北-贵阳北,f000D170104
D1705,西安北-贵阳北,f000D170502
D1706,贵阳北-西安北,8000D170603
D1707,贵阳北-西安北,8000D170603
D1708,西安北-贵阳北,f000D170502
D1779,成都东-北海,6000D177901
D1780,北海-成都东,3000D178003
D1781,成都东-南宁东,6000D178100
D1782,南宁东-成都东,1000D178203
D1785,成都东-南宁东,6000D178504
D1786,南宁东-成都东,1000D178603
D1791,重庆西-柳州,7000D179105
D1793,重庆西-北海,7000D179302
D1794,南宁东-重庆西,1000D179405
D1796,柳州-重庆西,1000D179603
D1801,成都东-广州南,6000D180101
D1806,广州南-成都东,c000D180608
D1807,广州南-成都东,c000D180608
D1809,成都东-广州南,6000D181208
D1810,广州南-成都东,c000D181003
D1812,成都东-广州南,6000D181208
D1817,成都东-广州南,6000D182003
D1818,广州南-成都东,c000D18180A
D1819,广州南-成都东,c000D18180A
D1820,成都东-广州南,6000D182003
D1821,成都东-广州南,6000D182407
D1822,广州南-成都东,c000D182205
D1824,成都东-广州南,6000D182407
D1825,成都东-广州南,6000D182503
D1826,广州南-成都东,c000D182602
D1833,成都东-广州南,6000D183304
D1834,广州南-成都东,c000D183403
D1835,广州南-成都东,c000D183403
D1837,成都东-桂林北,6000D183700
D1838,桂林北-成都东,1000D183801
D1841,成都东-珠海,6000D184104
D1842,珠海-成都东,e000D184203
D1849,广州-广元,3000D184910
D1850,广元-广州,6000D185110
D1851,广元-广州,6000D185110
D1852,广州-广元,3000D184910
D1853,广州-成都东,3000D185301
D1854,成都东-广州,6000D185500
D1855,成都东-广州,6000D185500
D1856,广州-成都东,3000D185301
D1857,广州-成都东,3000D185702
D1858,成都东-广州,6000D185900
D1859,成都东-广州,6000D185900
D1860,广州-成都东,3000D185702
D1861,重庆西-广州南,7000D186102
D1862,广州南-重庆西,c000D186203
D1864,广州南-重庆西,c000D186401
D1865,重庆西-广州南,7000D186505
D1867,重庆西-广州南,7000D186704
D1868,广州南-重庆西,c000D186801
D1871,重庆西-广州南,7000D187105
D1872,广州南-重庆西,c000D187203
D1874,广州南-重庆西,c000D187405
D1875,重庆西-广州南,7000D187503
D1877,重庆西-广州南,7000D187703
D1881,万州北-广州南,7000D188103
D1882,广州南-万州北,c000D188206
D1883,广州南-万州北,c000D188206
D1884,万州北-广州南,7000D188103
D1901,太原南-成都东,7000D190104
D1902,成都东-太原南,6000D190202
D1903,太原南-成都东,7000D190300
D1904,成都东-太原南,6000D190403
D1905,太原南-成都东,7000D190502
D1906,成都东-太原南,6000D190603
D1911,西安北-成都东,f000D191107
D1912,成都东-西安北,6000D191207
D1913,西安北-成都东,f000D191304
D1914,成都东-西安北,6000D191405
D1915,西安北-成都东,f000D191505
D1917,西安北-成都东,f000D191706
D1918,成都东-西安北,6000D191802
D1919,西安北-成都东,f000D191903
D1920,成都东-西安北,6000D192007
D1921,西安北-成都东,f000D192107
D1922,成都东-西安北,6000D192204
D1923,西安北-成都东,f000D192303
D1924,成都东-西安北,6000D192402
D1925,西安北-成都东,f000D192506
D1926,成都东-西安北,6000D192603
D1927,西安北-成都东,f000D192707
D1928,成都东-西安北,6000D192807
D1929,西安北-成都东,f000D192906
D1930,成都东-西安北,6000D193004
D1931,西安北-成都东,f000D193107
D1932,成都东-西安北,6000D193202
D1933,西安北-成都东,f000D193308
D1934,成都东-西安北,6000D193402
D1935,西安北-成都东,f000D193505
D1936,成都东-西安北,6000D193603
D1937,西安北-成都东,f000D193705
D1938,成都东-西安北,6000D193804
D1939,西安北-成都东,f000D193906
D1940,成都东-西安北,6000D194007
D1941,西安北-成都东,f000D194104
D1942,成都东-西安北,6000D194203
D1943,西安北-成都东,f000D194306
D1944,成都东-西安北,6000D194404
D1946,成都东-西安北,6000D194603
D1947,西安北-成都东,f000D194706
D1948,成都东-西安北,6000D194803
D1949,西安北-成都东,f000D194908
D1950,成都东-西安北,6000D195003
D1951,西安北-成都东,f000D195104
D1952,成都东-西安北,6000D195202
D1953,重庆西-太原南,7000D195301
D1954,太原南-重庆西,7000D195512
D1955,太原南-重庆西,7000D195512
D1956,重庆西-太原南,7000D195301
D1957,重庆西-太原南,7000D195703
D1958,太原南-重庆西,7000D195905
D1959,太原南-重庆西,7000D195905
D1960,重庆西-太原南,7000D195703
D1961,重庆西-太原南,7000D196103
D1962,太原南-重庆西,7000D196304
D1963,太原南-重庆西,7000D196304
D1964,重庆西-太原南,7000D196103
D1965,重庆西-西安北,7000D196510
D1968,重庆西-西安北,7000D196510
D1969,重庆西-西安北,7000D196902
D1970,西安北-重庆北,f000D197104
D1971,西安北-重庆北,f000D197104
D1972,重庆西-西安北,7000D196902
D1977,重庆北-西安北,7000D197703
D1978,西安北-重庆北,f000D197904
D1979,西安北-重庆北,f000D197904
D1980,重庆北-西安北,7000D197703
D1982,西安北-重庆北,f000D198308
D1983,西安北-重庆北,f000D198308
D1985,重庆北-西安北,7000D198501
D1986,西安北-重庆西,f000D198704
D1987,西安北-重庆西,f000D198704
D1988,重庆北-西安北,7000D198501
D1989,重庆北-西安北,7000D198901
D1990,西安北-重庆西,f000D199110
D1991,西安北-重庆西,f000D199110
D1992,重庆北-西安北,7000D198901
D2002,临汾西-北京西,7000D200227
D2003,北京西-运城北,4000D20030J
D2004,运城北-北京西,7000D200449
D2005,北京西-临汾西,4000D20050I
D2105,衢州-南昌,6000D210510
D2106,南昌-衢州,7000D210604
D2175,武汉-千岛湖,e000D217501
D2176,千岛湖-武汉,6000D217701
D2177,千岛湖-武汉,6000D217701
D2178,武汉-千岛湖,e000D217501
D2187,汉口-杭州,9000D219005
D2188,杭州-宜昌东,6000D218802
D2189,杭州-宜昌东,6000D218802
D2190,汉口-杭州,9000D219005
D2191,宜昌东-杭州东,2000D219405
D2192,杭州东-汉口,6000D219215
D2193,杭州东-汉口,6000D219215
D2194,宜昌东-杭州东,2000D219405
D2195,汉口-宁波,9000D219803
D2196,宁波-宜昌东,e000D219602
D2197,宁波-宜昌东,e000D219602
D2198,汉口-宁波,9000D219803
D2205,成都-上海虹桥,6000D220807
D2206,上海虹桥-成都,l000D220671
D2207,上海虹桥-成都,l000D220671
D2208,成都-上海虹桥,6000D220807
D2211,重庆北-上海虹桥,7000D22140A
D2212,嘉兴南-重庆北,q000D221200
D2213,嘉兴南-重庆北,q000D221200
D2214,重庆北-上海虹桥,7000D22140A
D2215,重庆北-上海虹桥,7000D221809
D2216,上海虹桥-重庆北,l000D221670
D2217,上海虹桥-重庆北,l000D221670
D2218,重庆北-上海虹桥,7000D221809
D2221,成都东-杭州东,6000D222409
D2222,杭州东-成都东,6000D222261
D2223,杭州东-成都东,6000D222261
D2224,成都东-杭州东,6000D222409
D2225,重庆北-福州,7000D222808
D2226,福州-重庆北,8000D22260D
D2227,福州-重庆北,8000D22260D
D2228,重庆北-福州,7000D222808
D2231,重庆北-厦门北,7000D22340B
D2232,厦门北-重庆北,n000D22320J
D2233,厦门北-重庆北,n000D22320J
D2234,重庆北-厦门北,7000D22340B
D2235,成都东-南昌,6000D223808
D2236,南昌-成都东,7000D22360G
D2237,南昌-成都东,7000D22360G
D2238,成都东-南昌,6000D223808
D2241,成都东-福州,6000D22440E
D2242,福州-成都东,8000D22420M
D2243,福州-成都东,8000D22420M
D2244,成都东-福州,6000D22440E
D2245,重庆北-杭州东,7000D224806
D2246,杭州东-重庆北,6000D224630
D2247,杭州东-重庆北,6000D224630
D2248,重庆北-杭州东,7000D224806
D2251,汉口-重庆北,9000D22510A
D2252,重庆北-汉口,7000D225206
D2253,成都东-宜兴,6000D225630
D2254,宜兴-成都东,s000D225441
D2255,宜兴-成都东,s000D225441
D2256,成都东-宜兴,6000D225630
D2259,汉口-成都东,9000D22590B
D2260,成都东-汉口,6000D22600C
D2261,成都东-杭州东,6000D226404
D2262,杭州东-成都东,6000D226271
D2263,杭州东-成都东,6000D226271
D2264,成都东-杭州东,6000D226404
D2267,重庆北-南通,7000D227002
D2268,南通-重庆北,f000D226840
D2269,南通-重庆北,f000D226840
D2270,重庆北-南通,7000D227002
D2271,南京南-重庆北,l000D227140
D2272,重庆北-南京南,7000D227208
D2275,重庆北-武汉,7000D227804
D2276,武汉-重庆北,e000D227609
D2277,武汉-重庆北,e000D227609
D2278,重庆北-武汉,7000D227804
D2281,南京-深圳北,4000D228160
D2282,深圳北-南京,i000D22820A
D2283,上海虹桥-深圳北,l000D228390
D2284,深圳北-上海虹桥,i000D22840A
D2285,上海虹桥-深圳北,l000D228521
D2286,深圳北-上海虹桥,i000D22860C
D2287,上海虹桥-深圳北,l000D228760
D2288,深圳北-上海虹桥,i000D22880D
D2293,南京南-深圳北,l000D229300
D2294,深圳北-南京南,i000D229410
D2297,泰宁-深圳北,u000D22970F
D2298,深圳北-福州南,i000D22980F
D2301,福州南-深圳北,n000D23010H
D2302,深圳北-福鼎,i000D23020G
D2303,福州南-深圳北,n000D23030N
D2304,深圳北-上饶,i000D23040H
D2305,福鼎-深圳北,n000D230508
D2306,深圳北-福州南,i000D23060H
D2307,福州南-深圳北,n000D23070F
D2308,深圳北-福州南,i000D23080C
D2309,福州南-深圳北,n000D23090I
D2310,深圳北-福州南,i000D23100E
D2311,福州南-深圳北,n000D23110J
D2312,深圳北-福州南,i000D23120H
D2313,泉州-深圳北,n000D23130E
D2314,深圳北-泉州,i000D231408
D2315,泉州-深圳北,n000D23150D
D2316,深圳北-厦门,i000D23160B
D2317,厦门-深圳北,8000D23170B
D2318,深圳北-厦门,i000D231809
D2319,厦门-深圳北,8000D231900
D2320,深圳北-泉州,i000D232006
D2321,南昌西-深圳北,u000D23210G
D2322,深圳北-南昌西,i000D23220D
D2323,福州南-深圳北,n000D23230E
D2324,深圳北-泰宁,i000D232409
D2325,上饶-深圳北,7000D23250A
D2326,深圳北-福州南,i000D23260T
D2327,福州南-深圳北,n000D23270N
D2328,深圳北-福州南,i000D23280B
D2329,厦门北-深圳北,n000D23290E
D2330,深圳北-福州,i000D23300F
D2331,福州-深圳北,8000D23310E
D2332,深圳北-厦门北,i000D23320D
D2333,厦门-深圳北,8000D233310
D2334,深圳北-厦门,i000D233407
D2335,厦门-深圳北,8000D23350C
D2336,深圳北-厦门,i000D233608
D2339,厦门-深圳北,8000D233905
D2340,深圳北-厦门,i000D234005
D2345,厦门-深圳北,8000D234500
D2346,深圳北-厦门,i000D234608
D2349,厦门-深圳北,8000D234900
D2350,深圳北-厦门,i000D235010
D2351,龙岩-深圳北,c000D23510E
D2352,深圳北-武夷山东,i000D23520E
D2353,武夷山东-深圳北,y000D23530B
D2354,深圳北-龙岩,i000D23540C
D2355,龙岩-深圳北,c000D235507
D2356,深圳北-龙岩,i000D235604
D2357,赣州-深圳北,7000D235708
D2358,深圳北-赣州,i000D235804
D2359,龙岩-深圳北,c000D235900
D2360,深圳北-龙岩,i000D236000
D2361,南昌西-深圳北,u000D236102
D2362,深圳北-南昌西,i000D236201
D2363,南宁东-广州南,1000D236309
D2364,广州南-南宁东,c000D23640B
D2367,桂林北-珠海,1000D23670F
D2368,珠海-桂林北,e000D236808
D2373,南京南-成都东,l000D237350
D2374,成都东-南京南,6000D237403
D2375,重庆北-厦门,7000D237803
D2376,厦门-重庆北,8000D237605
D2377,厦门-重庆北,8000D237605
D2378,重庆北-厦门,7000D237803
D2381,广州东-厦门,5000D238103
D2382,厦门-广州东,8000D238305
D2383,厦门-广州东,8000D238305
D2384,广州东-厦门,5000D238103
D2501,太原南-西安北,7000D250107
D2502,西安北-太原南,f000D25020B
D2504,西安北-太原南,f000D250409
D2505,太原南-西安北,7000D25050A
D2506,西安北-太原南,f000D25060C
D2507,太原南-西安北,7000D250706
D2508,西安北-怀仁东,f000D25080B
D2510,西安北-太原南,f000D25100I
D2511,太原南-西安北,7000D251119
D2512,西安北-太原南,f000D251209
D2513,太原南-西安北,7000D25130A
D2515,太原南-西安北,7000D25150D
D2516,西安北-太原南,f000D251606
D2517,怀仁东-西安北,8000D251701
D2518,西安北-太原南,f000D251809
D2519,太原南-西安北,7000D251905
D2520,西安北-太原南,f000D252009
D2521,太原南-西安北,7000D252128
D2523,太原南-西安北,7000D252302
D2524,西安北-太原南,f000D252407
D2525,太原南-西安北,7000D252506
D2527,太原南-西安北,7000D25271A
D2528,西安北-太原南,f000D252809
D2529,太原南-西安北,7000D252925
D2530,西安北-太原南,f000D253007
D2531,太原南-西安北,7000D253123
D2533,太原南-西安北,7000D253315
D2534,西安北-太原南,f000D253405
D2536,西安北-太原南,f000D253609
D2537,太原南-西安北,7000D253704
D2538,西安北-太原南,f000D253805
D2540,西安北-太原南,f000D254002
D2561,太原南-宝鸡南,7000D256106
D2562,宝鸡南-太原南,g000D256206
D2563,太原南-宝鸡南,7000D256305
D2564,宝鸡南-太原南,g000D256408
D2565,太原南-兰州西,7000D256505
D2566,兰州西-太原南,d000D256603
D2567,太原南-兰州西,7000D256705
D2568,兰州西-太原南,d000D256804
D2569,太原南-西宁,7000D256907
D2570,西宁-太原南,8000D257006
D2571,太原南-宝鸡南,7000D257100
D2572,宝鸡南-太原南,g000D257200
D2651,西安北-兰州西,f000D265107
D2652,兰州西-西安北,d000D265202
D2653,西安北-兰州西,f000D265304
D2654,兰州西-西安北,d000D265402
D2655,西安北-兰州西,f000D265504
D2656,兰州西-西安北,d000D265601
D2657,西安北-兰州西,f000D265704
D2658,兰州西-西安北,d000D265801
D2659,西安北-兰州西,f000D265903
D2660,兰州西-西安北,d000D266001
D2661,西安北-兰州西,f000D266106
D2662,兰州西-西安北,d000D266202
D2663,西安北-兰州西,f000D266304
D2664,兰州西-西安北,d000D266402
D2665,西安北-兰州西,f000D26650B
D2666,兰州西-西安北,d000D266600
D2667,西安北-兰州西,f000D266703
D2668,兰州西-西安北,d000D266803
D2670,兰州西-西安北,d000D267001
D2671,西安北-嘉峪关南,f000D267109
D2672,嘉峪关南-西安北,d000D267203
D2673,西安北-嘉峪关南,f000D267307
D2674,嘉峪关南-西安北,d000D267402
D2675,西安北-兰州西,f000D267504
D2676,兰州西-西安北,d000D267600
D2677,西安北-兰州西,f000D267704
D2678,兰州西-西安北,d000D267821
D2679,西安北-兰州西,f000D267903
D2680,兰州西-西安北,d000D268001
D2681,西安北-兰州西,f000D268101
D2682,张掖西-西安北,d000D268201
D2683,西安北-兰州西,f000D268300
D2684,兰州西-西安北,d000D268400
D2685,西安北-西宁,f000D26850B
D2687,西安北-嘉峪关南,f000D268707
D2688,西宁-西安北,8000D268805
D2689,西安北-兰州西,f000D26890A
D2690,兰州西-西安北,d000D269011
D2692,西宁-西安北,8000D269210
D2693,西安北-兰州西,f000D269308
D2694,西宁-西安北,8000D269403
D2695,西安北-兰州西,f000D269504
D2696,嘉峪关南-西安北,d000D269601
D2697,西安北-西宁,f000D269706
D2698,兰州西-西安北,d000D269802
D2699,西安北-西宁,f000D269905
D2701,兰州西-乌鲁木齐,d000D270152
D2703,兰州西-乌鲁木齐,d000D270351
D2706,乌鲁木齐-兰州西,3000D270606
D2708,乌鲁木齐-兰州西,3000D270804
D2711,兰州西-乌鲁木齐,d000D271122
D2712,乌鲁木齐-兰州西,3000D271205
D2741,兰州西-嘉峪关南,d000D274103
D2742,嘉峪关南-兰州西,d000D274221
D2743,兰州西-嘉峪关南,d000D274330
D2746,敦煌-兰州西,b000D274701
D2747,敦煌-兰州西,b000D274701
D2749,兰州-敦煌,5000D274930
D2750,嘉峪关南-兰州西,d000D275022
D2751,兰州-敦煌,5000D275101
D2752,兰州-敦煌,5000D274930
D2754,兰州-敦煌,5000D275101
D2757,兰州西-嘉峪关南,d000D275702
D2758,敦煌-兰州西,b000D275900
D2759,敦煌-兰州西,b000D275900
D2803,贵阳北-广州南,8000D280307
D2804,广州南-贵阳北,c000D28040A
D2806,广州南-贵阳北,c000D28060B
D2807,贵阳北-广州南,8000D280707
D2809,贵阳北-广州南,8000D28090A
D2811,贵阳北-广州南,8000D28110A
D2812,广州南-贵阳北,c000D28120D
D2818,广州南-贵阳北,c000D28180C
D2823,贵阳北-广州南,8000D282309
D2825,贵阳北-广州南,8000D28250A
D2830,广州南-贵阳北,c000D28300B
D2831,贵阳北-广州南,8000D28310I
D2834,广州南-贵阳北,c000D28340C
D2837,贵阳北-广州南,8000D283703
D2838,广州南-贵阳北,c000D283809
D2840,广州南-贵阳北,c000D284009
D2841,贵阳北-广州南,8000D284103
D2842,广州南-贵阳北,c000D28420A
D2844,广州南-贵阳北,c000D28440A
D2877,广州-贵阳北,3000D287706
D2878,贵阳北-广州,8000D28790B
D2879,贵阳北-广州,8000D28790B
D2880,广州-贵阳北,3000D287706
D2943,柳州-广州南,1000D294604
D2944,广州南-柳州,c000D294403
D2945,广州南-柳州,c000D294403
D2946,柳州-广州南,1000D294604
D2947,柳州-广州南,1000D295005
D2948,广州南-柳州,c000D294803
D2949,广州南-柳州,c000D294803
D2950,柳州-广州南,1000D295005
D2951,柳州-广州南,1000D295404
D2952,广州南-柳州,c000D295204
D2953,广州南-柳州,c000D295204
D2954,柳州-广州南,1000D295404
D2955,柳州-广州南,1000D295804
D2956,广州南-柳州,c000D295604
D2957,广州南-柳州,c000D295604
D2958,柳州-广州南,1000D295804
D2959,桂林北-广州南,1000D295905
D2960,广州南-桂林北,c000D296003
D2961,桂林北-广州南,1000D296104
D2962,广州南-桂林北,c000D296204
D2963,桂林北-广州南,1000D296306
D2965,桂林北-广州南,1000D296505
D2966,广州南-东安东,c000D296606
D2969,桂林北-广州南,1000D296905
D2970,广州南-桂林北,c000D297006
D2972,广州南-三江南,c000D297205
D2975,三江南-广州南,1000D297507
D2976,广州南-桂林北,c000D297604
D2979,桂林北-广州南,1000D297905
D2980,广州南-桂林北,c000D298006
D2982,广州南-桂林北,c000D298205
D2984,广州南-桂林北,c000D298404
D2985,桂林北-广州南,1000D298502
D2986,东安东-广州南,1000D298705
D2987,东安东-广州南,1000D298705
D2991,柳州-广州南,1000D299409
D2992,广州南-柳州,c000D29920B
D2993,广州南-柳州,c000D29920B
D2994,柳州-广州南,1000D299409
D2995,广州-桂林北,3000D299509
D2996,桂林北-广州,1000D299707
D2997,桂林北-广州,1000D299707
D2998,广州-桂林北,3000D299509
D3001,襄阳东-上海南,2000D300410
D3002,上海虹桥-襄阳东,l000D300250
D3003,上海虹桥-襄阳东,l000D300250
D3004,襄阳东-上海南,2000D300410
D3005,宜昌东-上海虹桥,2000D30080H
D3006,上海虹桥-宜昌东,l000D3006A0
D3007,上海虹桥-宜昌东,l000D3006A0
D3008,宜昌东-上海虹桥,2000D30080H
D3009,汉口-上海虹桥,9000D30120L
D3010,上海虹桥-襄阳,l000D3010A0
D3011,上海虹桥-襄阳,l000D3010A0
D3012,汉口-上海虹桥,9000D30120L
D3013,汉口-上海虹桥,9000D30160E
D3014,上海虹桥-汉口,l000D3014A0
D3015,上海虹桥-汉口,l000D3014A0
D3016,汉口-上海虹桥,9000D30160E
D3021,武昌-上海虹桥,9000D30240B
D3022,上海虹桥-武昌,l000D302260
D3023,上海虹桥-武昌,l000D302260
D3024,武昌-上海虹桥,9000D30240B
D3025,汉口-上海虹桥,9000D30280G
D3026,上海虹桥-宜昌东,l000D302680
D3027,上海虹桥-宜昌东,l000D302680
D3028,汉口-上海虹桥,9000D30280G
