train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
G1334/G1335,1,重庆西,始发站,08:48,,0分,1,0,0,0,0,0/0/0,0/0,0/0
G1334/G1335,2,綦江东,09:14,09:16,2分钟,26分,1,61,0,0,0,0/0/0,0/0,24/39
G1334/G1335,3,遵义,10:12,10:14,2分钟,1小时24分,1,221,0,0,0,0/0/0,0/0,88/141
G1334/G1335,4,息烽,10:41,10:48,7分钟,1小时53分,1,292,0,0,0,0/0/0,0/0,135/215
G1334/G1335,5,贵阳东,11:13,11:22,9分钟,2小时25分,1,344,0,0,0,0/0/0,0/0,138/220
G1334/G1335,6,凯里南,11:56,11:58,2分钟,3小时8分,1,461,0,0,0,0/0/0,0/0,191.5/310.5
G1334/G1335,7,三穗,12:23,12:30,7分钟,3小时35分,1,553,0,0,0,0/0/0,0/0,234/381.5
G1334/G1335,8,铜仁南,12:45,12:52,7分钟,3小时57分,1,601,0,0,0,0/0/0,0/0,276/441
G1334/G1335,9,怀化南,13:24,13:29,5分钟,4小时36分,1,708,0,0,0,0/0/0,0/0,305/501.5
G1334/G1335,10,娄底南,14:21,14:23,2分钟,5小时33分,1,915,0,0,0,0/0/0,0/0,323/532.5
G1334/G1335,11,湘潭北,14:50,14:52,2分钟,6小时2分,1,1014,0,0,0,0/0/0,0/0,428/709
G1334/G1335,12,长沙南,15:05,15:09,4分钟,6小时17分,1,1040,0,0,0,0/0/0,0/0,448.5/743
G1334/G1335,13,醴陵东,15:31,15:33,2分钟,6小时43分,1,1116,0,0,0,0/0/0,0/0,470/780
G1334/G1335,14,萍乡北,15:44,15:46,2分钟,6小时56分,1,1145,0,0,0,0/0/0,0/0,492/816
G1334/G1335,15,新余北,16:13,16:15,2分钟,7小时25分,1,1255,0,0,0,0/0/0,0/0,527.5/876.5
G1334/G1335,16,南昌西,16:48,16:51,3分钟,8小时0分,1,1382,0,0,0,0/0/0,0/0,578/962
G1334/G1335,17,鹰潭北,17:25,17:27,2分钟,8小时37分,1,1522,0,0,0,0/0/0,0/0,629.5/1049
G1334/G1335,18,弋阳,17:41,17:43,2分钟,8小时53分,1,1563,0,0,0,0/0/0,0/0,0/0
G1334/G1335,19,上饶,18:00,18:02,2分钟,9小时12分,1,1623,0,0,0,0/0/0,0/0,666.5/1111
G1334/G1335,20,衢州,18:30,18:32,2分钟,9小时42分,1,1725,0,0,0,0/0/0,0/0,704/1174.5
G1334/G1335,21,金华,18:53,18:55,2分钟,10小时5分,1,1803,0,0,0,0/0/0,0/0,832/1327
G1334/G1335,22,义乌,19:11,19:13,2分钟,10小时23分,1,1855,0,0,0,0/0/0,0/0,751.5/1254
G1334/G1335,23,诸暨,19:27,19:29,2分钟,10小时39分,1,1898,0,0,0,0/0/0,0/0,765/1277
G1334/G1335,24,杭州东,19:53,19:56,3分钟,11小时5分,1,1964,0,0,0,0/0/0,0/0,786.5/1313
G1334/G1335,25,桐乡,20:13,20:15,2分钟,11小时25分,1,2011,0,0,0,0/0/0,0/0,927/1477
G1334/G1335,26,嘉善南,20:30,20:32,2分钟,11小时42分,1,2056,0,0,0,0/0/0,0/0,947/1512
G1334/G1335,27,上海虹桥,20:56,终点站,,12小时8分,1,2123,0,0,0,0/0/0,0/0,859.5/1430
