train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
S912,1,天津北,始发站,14:23,,0分,1,0,-,-,0,0/0/0,0/0,0/0
S912,2,宝坻,15:24,终点站,,1小时1分,1,69,12.5,-,0,0/0/0,0/0,0/0
