train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
T101,1,上海南,始发站,13:20,,0分,1,0,-,-,0,0/0/0,0/0,0/0
T101,2,嘉兴,14:06,14:09,3分钟,46分,1,80,12.5,-,0,58.5/63.5/66.5,89.5/95.5,0/0
T101,3,杭州东,15:11,15:17,6分钟,1小时51分,1,167,24.5,-,0,70.5/75.5/78.5,108.5/114.5,0/0
T101,4,义乌,16:29,16:32,3分钟,3小时9分,1,312,46.5,-,0,92.5/97.5/100.5,140.5/146.5,0/0
T101,5,金华,17:13,17:19,6分钟,3小时53分,1,360,51.5,-,0,97.5/102.5/105.5,149.5/155.5,0/0
T101,6,江山,18:22,18:25,3分钟,5小时2分,1,481,69,-,0,123/126/130,186/194,0/0
T101,7,上饶,19:23,19:29,6分钟,6小时3分,1,557,78,-,0,139/144/148,214/223,0/0
T101,8,鹰潭,20:31,20:37,6分钟,-1分,1,673,93,-,0,163/168/174,251/263,0/0
T101,9,吉安,23:32,23:36,4分钟,-1分,1,987,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
T101,10,赣州,01:31,01:52,21分钟,-1分,2,1173,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
T101,11,龙川,04:32,04:35,3分钟,-1分,2,1414,185.5,-,0,314.5/326.5/336.5,491.5/512.5,0/0
T101,12,河源,05:25,05:28,3分钟,-1分,2,1489,197.5,-,0,334.5/346.5/357.5,521.5/543.5,0/0
T101,13,惠州,06:21,06:24,3分钟,-1分,2,1569,201.5,-,0,342.5/354.5/365.5,535.5/557.5,0/0
T101,14,东莞东,07:06,07:11,5分钟,-1分,2,1623,217,-,0,366/379/392,574/598,0/0
T101,15,深圳,07:50,终点站,,-1分,2,1684,234,-,0,391/407/420,613/638,0/0
