train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
4349,1,通化,始发站,07:51,,0分,1,0,-,-,0,0/0/0,0/0,0/0
4349,2,东通化,08:01,08:03,2分钟,10分,1,8,2,-,0,0/0/0,0/0,0/0
4349,3,水洞,08:14,08:20,6分钟,23分,1,16,2,-,0,0/0/0,0/0,0/0
4349,4,鸭园,08:28,08:30,2分钟,37分,1,21,3,-,0,0/0/0,0/0,0/0
4349,5,菇园,08:40,08:46,6分钟,49分,1,30,3,-,0,0/0/0,0/0,0/0
4349,6,道清,08:56,08:58,2分钟,1小时5分,1,38,3,-,0,0/0/0,0/0,0/0
4349,7,老营,09:08,09:10,2分钟,1小时17分,1,44,4,-,0,0/0/0,0/0,0/0
4349,8,白山市,09:26,09:31,5分钟,1小时35分,1,60,4,-,0,0/0/0,0/0,0/0
4349,9,临江,11:03,终点站,,3小时12分,1,122,9.5,-,0,0/0/0,0/0,0/0
