train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
K573,1,北京西,始发站,20:37,,0分,1,0,-,-,0,0/0/0,0/0,0/0
K573,2,宣化,23:28,23:31,3分钟,2小时51分,1,165,24.5,-,0,70.5/75.5/78.5,108.5/114.5,0/0
K573,3,张家口,23:56,00:02,6分钟,3小时19分,1,190,-,-,0,0/0/0,0/0,0/0
K573,4,大同,02:41,02:53,12分钟,6小时4分,2,368,53.5,-,0,99.5/104.5/107.5,152.5/158.5,0/0
K573,5,集宁南,04:30,04:36,6分钟,7小时53分,2,495,72,-,0,129/132/136,197/204,0/0
K573,6,呼和浩特东,05:59,06:06,7分钟,9小时22分,2,645,91,-,0,158/164/169,243/253,0/0
K573,7,呼和浩特,06:20,06:44,24分钟,9小时43分,2,653,75,-,0,133/138/142,205/214,0/0
K573,8,察素齐,07:16,07:32,16分钟,10小时39分,2,704,98,-,0,171/176/182,263/275,0/0
K573,9,包头东,08:32,08:36,4分钟,11小时55分,2,802,105,-,0,184/190/196,285/297,0/0
K573,10,包头,08:53,09:01,8分钟,12小时16分,2,818,105,-,0,184/190/196,285/297,0/0
K573,11,达拉特西,09:26,09:28,2分钟,12小时49分,2,851,112,-,0,194/200/208,301/315,0/0
K573,12,东胜西,10:18,终点站,,13小时41分,2,929,119,-,0,207/215/221,324/337,0/0
