train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
D2004,1,运城北,始发站,08:10,,0分,1,0,0,0,0,0/0/0,0/0,0/0
D2004,2,闻喜西,08:24,08:26,2分钟,14分,1,32,0,0,0,0/0/0,0/0,10/11
D2004,3,襄汾西,08:47,08:49,2分钟,37分,1,91,0,0,0,0/0/0,0/0,28/33.5
D2004,4,临汾西,09:02,09:04,2分钟,52分,1,123,0,0,0,0/0/0,0/0,38/61
D2004,5,洪洞西,09:16,09:18,2分钟,1小时6分,1,143,0,0,0,0/0/0,0/0,44/53
D2004,6,霍州东,09:36,09:38,2分钟,1小时26分,1,187,0,0,0,0/0/0,0/0,57.5/92
D2004,7,介休东,10:00,10:02,2分钟,1小时50分,1,245,0,0,0,0/0/0,0/0,73/87
D2004,8,平遥古城,10:12,10:14,2分钟,2小时2分,1,263,0,0,0,0/0/0,0/0,81/97.5
D2004,9,祁县东,10:27,10:29,2分钟,2小时17分,1,290,0,0,0,0/0/0,0/0,89.5/107.5
D2004,10,太谷西,10:40,10:42,2分钟,2小时30分,1,309,0,0,0,0/0/0,0/0,95.5/114.5
D2004,11,太原南,11:02,11:09,7分钟,2小时52分,1,356,0,0,0,0/0/0,0/0,110/132
D2004,12,阳泉北,11:55,11:58,3分钟,3小时45分,1,485,0,0,0,0/0/0,0/0,148/177.5
D2004,13,石家庄,12:38,12:51,13分钟,4小时28分,1,588,0,0,0,0/0/0,0/0,178/213.5
D2004,14,正定机场,13:04,13:11,7分钟,4小时54分,1,625,0,0,0,0/0/0,0/0,189.5/232
D2004,15,保定东,13:41,13:45,4分钟,5小时31分,1,730,0,0,0,0/0/0,0/0,222/283.5
D2004,16,高碑店东,14:03,14:29,26分钟,5小时53分,1,786,0,0,0,0/0/0,0/0,239/311
D2004,17,北京西,15:01,终点站,,6小时51分,1,869,0,0,0,0/0/0,0/0,264.5/352
