train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
K1210,1,厦门北,始发站,12:23,,0分,1,0,-,-,0,0/0/0,0/0,0/0
K1210,2,漳州,13:26,14:02,36分钟,1小时3分,1,42,11,-,0,57/62/65,83.5/89.5,0/0
K1210,3,龙岩,15:13,15:18,5分钟,2小时50分,1,156,23.5,-,0,69.5/74.5/77.5,105.5/111.5,0/0
K1210,4,三明,17:05,17:14,9分钟,4小时42分,1,318,46.5,-,0,92.5/97.5/100.5,140.5/146.5,0/0
K1210,5,三明北,17:36,17:42,6分钟,5小时13分,1,347,51.5,-,0,97.5/102.5/105.5,149.5/155.5,0/0
K1210,6,顺昌,19:21,19:24,3分钟,6小时58分,1,437,64.5,-,0,115.5/119.5/122.5,175.5/182.5,0/0
K1210,7,邵武,20:51,20:57,6分钟,8小时28分,1,528,75,-,0,133/138/142,205/214,0/0
K1210,8,光泽,21:28,21:30,2分钟,9小时5分,1,558,78,-,0,139/144/148,214/223,0/0
K1210,9,资溪,22:20,22:23,3分钟,9小时57分,1,602,81,-,0,144/148/154,222/231,0/0
K1210,10,鹰潭,23:29,23:44,15分钟,11小时6分,1,675,93,-,0,163/168/174,251/263,0/0
K1210,11,上饶,00:50,00:54,4分钟,12小时27分,2,675,105,-,0,184/190/196,285/297,0/0
K1210,12,金华,03:22,03:28,6分钟,14小时59分,2,872,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
K1210,13,义乌,04:02,04:05,3分钟,15小时39分,2,920,135.5,-,0,232.5/240.5/247.5,360.5/377.5,0/0
K1210,14,诸暨,04:33,04:49,16分钟,16小时10分,2,972,138.5,-,0,238.5/246.5/255.5,372.5/388.5,0/0
K1210,15,杭州,06:07,06:36,29分钟,17小时44分,2,1059,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
K1210,16,海宁,07:27,07:30,3分钟,19小时4分,2,1124,152.5,-,0,261.5/270.5/279.5,409.5/427.5,0/0
K1210,17,嘉兴,07:50,07:53,3分钟,19小时27分,2,1152,156.5,-,0,270.5/279.5/288.5,422.5/440.5,0/0
K1210,18,嘉善,08:09,08:12,3分钟,19小时46分,2,1170,156.5,-,0,270.5/279.5/288.5,422.5/440.5,0/0
K1210,19,上海南,09:39,终点站,,21小时16分,2,1232,163.5,-,0,280.5/289.5/299.5,438.5/456.5,0/0
