train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
Z272/Z273,1,青岛,始发站,13:44,,0分,1,0,-,-,0,0/0/0,0/0,0/0
Z272/Z273,2,青岛北,14:03,14:15,12分钟,19分,1,15,8,-,0,54/59/62,78/84,0/0
Z272/Z273,3,潍坊,15:22,15:26,4分钟,1小时38分,1,183,28.5,-,0,74.5/79.5/82.5,113.5/119.5,0/0
Z272/Z273,4,淄博,16:08,16:11,3分钟,2小时24分,1,283,43.5,-,0,89.5/94.5/97.5,135.5/141.5,0/0
Z272/Z273,5,济南,17:36,17:57,21分钟,3小时52分,1,393,54.5,-,0,100.5/105.5/108.5,155.5/161.5,0/0
Z272/Z273,6,泰山,18:46,18:50,4分钟,5小时2分,1,466,69,-,0,123/126/130,186/194,0/0
Z272/Z273,7,兖州,19:46,19:50,4分钟,6小时2分,1,549,75,-,0,133/138/142,205/214,0/0
Z272/Z273,8,滕州,20:27,20:30,3分钟,6小时43分,1,610,81,-,0,144/148/154,222/231,0/0
Z272/Z273,9,枣庄西,20:49,20:53,4分钟,7小时5分,1,644,91,-,0,158/164/169,243/253,0/0
Z272/Z273,10,徐州,21:53,22:08,15分钟,8小时9分,1,712,98,-,0,171/176/182,263/275,0/0
Z272/Z273,11,开封,00:28,00:30,2分钟,10小时44分,2,989,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
Z272/Z273,12,郑州,01:08,01:16,8分钟,11小时24分,2,1061,138.5,-,0,238.5/246.5/255.5,372.5/388.5,0/0
Z272/Z273,13,洛阳,02:37,02:43,6分钟,12小时53分,2,1185,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
Z272/Z273,14,西安,07:17,07:27,10分钟,17小时33分,2,1572,189.5,-,0,322.5/333.5/343.5,504.5/527.5,0/0
Z272/Z273,15,宝鸡,09:03,09:10,7分钟,19小时19分,2,1745,201,-,0,343/355/367,542/566,0/0
Z272/Z273,16,天水,10:42,10:48,6分钟,20小时58分,2,1900,213,-,0,363/375/388,572/598,0/0
Z272/Z273,17,陇西,12:10,12:14,4分钟,22小时26分,2,2046,229,-,0,389/403/416,613/640,0/0
Z272/Z273,18,定西,13:08,13:11,3分钟,23小时24分,2,2130,236,-,0,399/414/428,629/656,0/0
Z272/Z273,19,兰州,14:39,14:56,17分钟,24小时55分,2,2248,243,-,0,414/429/444,654/684,0/0
Z272/Z273,20,海石湾,16:16,16:20,4分钟,26小时32分,2,2354,254.5,-,0,434.5/449.5/464.5,687.5/717.5,0/0
Z272/Z273,21,西宁,17:31,终点站,,27小时47分,2,2464,263.5,-,0,446.5/462.5/477.5,704.5/735.5,0/0
