train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
T325/T328,1,郑州,始发站,18:41,,0分,1,0,-,-,0,0/0/0,0/0,0/0
T325/T328,2,开封,19:27,19:30,3分钟,46分,1,72,12.5,-,0,58.5/63.5/66.5,89.5/95.5,0/0
T325/T328,3,兰考,19:58,20:02,4分钟,1小时17分,1,115,18.5,-,0,64.5/69.5/72.5,97.5/103.5,0/0
T325/T328,4,商丘,21:01,21:06,5分钟,2小时20分,1,203,32.5,-,0,78.5/87/91,118.5/126,0/0
T325/T328,5,阜阳,23:37,23:49,12分钟,4小时56分,1,509,54.5,-,0,100.5/105.5/108.5,155.5/161.5,0/0
T325/T328,6,合肥,02:20,02:40,20分钟,7小时39分,2,730,81,-,0,144/148/154,222/231,0/0
T325/T328,7,芜湖,04:09,04:15,6分钟,9小时28分,2,871,102,-,0,178/184/190,274/285,0/0
T325/T328,8,宣城,05:05,05:08,3分钟,10小时24分,2,935,105,-,0,184/190/196,285/297,0/0
T325/T328,9,广德,05:44,05:47,3分钟,11小时3分,2,998,115,-,0,200/206/214,312/325,0/0
T325/T328,10,长兴南,06:14,06:17,3分钟,11小时33分,2,1049,119,-,0,207/215/221,324/337,0/0
T325/T328,11,德清西,06:51,06:54,3分钟,12小时10分,2,1107,124,-,0,215/223/230,336/351,0/0
T325/T328,12,杭州,07:34,07:52,18分钟,12小时53分,2,1175,135.5,-,0,232.5/240.5/247.5,360.5/377.5,0/0
T325/T328,13,绍兴,09:12,09:15,3分钟,14小时31分,2,1238,141.5,-,0,244.5/252.5/261.5,381.5/398.5,0/0
T325/T328,14,上虞,09:38,09:41,3分钟,14小时57分,2,1266,141.5,-,0,244.5/252.5/261.5,381.5/398.5,0/0
T325/T328,15,余姚,10:10,10:13,3分钟,15小时29分,2,1298,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
T325/T328,16,宁波,11:48,终点站,,17小时7分,2,1218,152.5,-,0,261.5/270.5/279.5,409.5/427.5,0/0
