train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
Y963/Y962,1,乌鲁木齐,始发站,08:53,,0分,1,0,-,-,0,0/0/0,0/0,0/0
Y963/Y962,2,乌鲁木齐南,09:07,09:13,6分钟,14分,1,9,8,-,0,54/59/62,78/84,0/0
Y963/Y962,3,吐鲁番,10:54,11:02,8分钟,2小时1分,1,154,23.5,-,0,69.5/74.5/77.5,105.5/111.5,0/0
Y963/Y962,4,马兰,12:58,13:13,15分钟,4小时5分,1,349,51.5,-,0,97.5/102.5/105.5,149.5/155.5,0/0
Y963/Y962,5,库尔勒,14:37,14:52,15分钟,5小时44分,1,488,69,-,0,123/126/130,186/194,0/0
Y963/Y962,6,轮台,16:36,16:38,2分钟,7小时43分,1,677,93,-,0,1663/168/174,251/263,0/0
Y963/Y962,7,库车,17:32,17:38,6分钟,8小时39分,1,770,102,-,0,178/184/190,274/285,0/0
Y963/Y962,8,阿克苏,19:53,19:59,6分钟,11小时0分,1,1012,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
Y963/Y962,9,巴楚,22:39,22:46,7分钟,13小时46分,1,1229,152.5,-,0,261.5/270.5/279.5,409.5/427.5,0/0
Y963/Y962,10,喀什,02:11,02:26,15分钟,17小时18分,2,1475,177.5,-,0,304.5/315.5/325.5,476.5/497.5,0/0
Y963/Y962,11,英吉沙,03:09,03:11,2分钟,18小时16分,2,1541,180.5,-,0,310.5/321.5/331.5,488.5/509.5,0/0
Y963/Y962,12,莎车,04:26,04:28,2分钟,19小时33分,2,1662,198,-,0,337/349/361,530/552,0/0
Y963/Y962,13,泽普,04:45,04:47,2分钟,19小时52分,2,1685,198,-,0,337/349/361,530/552,0/0
Y963/Y962,14,叶城,05:14,05:16,2分钟,20小时21分,2,1721,201,-,0,343/355/367,542/566,0/0
Y963/Y962,15,皮山,06:06,06:08,2分钟,21小时13分,2,1802,206,-,0,353/365/377,556/582,0/0
Y963/Y962,16,昆玉,07:05,07:07,2分钟,22小时12分,2,1901,217,-,0,370/383/397,585/611,0/0
Y963/Y962,17,和田,07:45,终点站,,22小时52分,2,1960,217,-,0,370/383/397,585/611,0/0
