train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
D361,1,汉口,始发站,12:25,,0分,1,0,0,0,0,0/0/0,0/0,0/0
D361,2,潜江,13:16,13:18,2分钟,51分,1,134,0,0,0,0/0/0,0/0,50/79
D361,3,宜昌东,14:18,14:25,7分钟,1小时53分,1,292,0,0,0,0/0/0,0/0,108/173
D361,4,恩施,16:09,16:16,7分钟,3小时44分,1,506,0,0,0,0/0/0,0/0,170.5/274
D361,5,利川,16:51,16:54,3分钟,4小时26分,1,567,0,0,0,0/0/0,0/0,189/302
D361,6,石柱县,17:34,17:36,2分钟,5小时9分,1,662,0,0,0,0/0/0,0/0,194.5/233
D361,7,涪陵北,18:10,18:26,16分钟,5小时45分,1,753,0,0,0,0/0/0,0/0,221/265
D361,8,重庆北,19:06,19:16,10分钟,6小时41分,1,845,0,0,0,0/0/0,0/0,270/432
D361,9,合川,19:41,19:43,2分钟,7小时16分,1,901,0,0,0,0/0/0,0/0,268/322
D361,10,潼南,20:08,20:10,2分钟,7小时43分,1,960,0,0,0,0/0/0,0/0,283/340
D361,11,遂宁,20:40,20:45,5分钟,8小时15分,1,1003,0,0,0,0/0/0,0/0,299/359.5
D361,12,成都东,21:42,终点站,,9小时17分,1,1149,0,0,0,0/0/0,0/0,344/413.5
