train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
C6979/C6982,1,长沙西,始发站,14:15,,0分,1,0,0,0,0,0/0/0,0/0,0/0
C6979/C6982,2,麓谷,14:20,14:22,2分钟,5分,1,4,0,0,0,0/0/0,0/0,4/0
C6979/C6982,3,尖山,14:25,14:26,1分钟,10分,1,7,0,0,0,0/0/0,0/0,4/0
C6979/C6982,4,谷山,14:29,14:31,2分钟,14分,1,9,0,0,0,0/0/0,0/0,4/0
C6979/C6982,5,八方山,14:34,14:35,1分钟,19分,1,12,0,0,0,0/0/0,0/0,5/0
C6979/C6982,6,观沙岭,14:38,14:39,1分钟,23分,1,13,0,0,0,0/0/0,0/0,6/0
C6979/C6982,7,开福寺,14:43,14:45,2分钟,28分,1,16,0,0,0,0/0/0,0/0,6/0
C6979/C6982,8,长沙,14:50,14:53,3分钟,35分,1,22,0,0,0,0/0/0,0/0,9/0
C6979/C6982,9,洞井,15:01,15:03,2分钟,46分,1,34,0,0,0,0/0/0,0/0,20/0
C6979/C6982,10,先锋,15:07,15:08,1分钟,52分,1,38,0,0,0,0/0/0,0/0,15/0
C6979/C6982,11,暮云,15:14,15:16,2分钟,59分,1,47,0,0,0,0/0/0,0/0,24/0
C6979/C6982,12,板塘,15:28,15:29,1分钟,1小时13分,1,66,0,0,0,0/0/0,0/0,26/0
C6979/C6982,13,湘潭,15:37,终点站,,1小时22分,1,71,0,0,0,0/0/0,0/0,36/0
