train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
Z126/Z127,1,厦门北,始发站,07:28,,0分,1,0,-,-,0,0/0/0,0/0,0/0
Z126/Z127,2,莆田,08:35,08:46,11分钟,1小时7分,1,140,21.5,-,0,67.5/72.5/75.5,102.5/108.5,0/0
Z126/Z127,3,三明北,10:14,10:17,3分钟,2小时46分,1,336,50.5,-,0,96.5/101.5/104.5,146.5/152.5,0/0
Z126/Z127,4,抚州,12:01,12:04,3分钟,4小时33分,1,587,81,-,0,144/148/154,222/231,0/0
Z126/Z127,5,南昌,13:02,13:19,17分钟,5小时34分,1,688,93,-,0,163/168/174,251/263,0/0
Z126/Z127,6,信阳,18:37,18:40,3分钟,11小时9分,1,1277,156.5,-,0,270.5/279.5/288.5,422.5/440.5,0/0
Z126/Z127,7,漯河,19:53,19:59,6分钟,12小时25分,1,1439,173.5,-,0,296.5/306.5/317.5,464.5/484.5,0/0
Z126/Z127,8,宝丰,21:48,21:50,2分钟,14小时20分,1,1546,180.5,-,0,310.5/321.5/331.5,488.5/509.5,0/0
Z126/Z127,9,洛阳,23:28,23:34,6分钟,16小时0分,1,1680,198,-,0,337/349/361,530/552,0/0
Z126/Z127,10,西安,04:05,04:25,20分钟,20小时37分,2,2067,229,-,0,389/403/416,613/640,0/0
Z126/Z127,11,宝鸡,05:57,06:07,10分钟,22小时29分,2,2240,243,-,0,414/429/444,654/684,0/0
Z126/Z127,12,天水,07:40,07:46,6分钟,24小时12分,2,2395,254.5,-,0,434.5/449.5/464.5,687.5/717.5,0/0
Z126/Z127,13,陇西,09:08,09:12,4分钟,25小时40分,2,2541,268.5,-,0,455.5/472.5/487.5,718.5/751.5,0/0
Z126/Z127,14,兰州,11:30,终点站,,28小时2分,2,2743,285.5,-,0,483.5/499.5/516.5,761.5/796.5,0/0
