train_code,station_sequence,station_name,arrive_time,depart_time,stay_time,runtime,days,mileage,hard_price,soft_price,business_price,hard_sleep_price,soft_sleep_price,first_second_price
K1502/K1503,1,昆明,始发站,20:03,,0分,1,0,-,-,0,0/0/0,0/0,0/0
K1502/K1503,2,曲靖,21:52,21:58,6分钟,1小时49分,1,157,23.5,-,0,69.5/74.5/77.5,105.5/111.5,0/0
K1502/K1503,3,宣威,22:58,23:03,5分钟,2小时55分,1,258,40.5,-,0,86.5/91.5/94.5,129.5/135.5,0/0
K1502/K1503,4,六盘水,00:30,00:40,10分钟,4小时27分,2,389,54.5,-,0,100.5/105.5/108.5,155.5/161.5,0/0
K1502/K1503,5,贵阳,03:43,04:32,49分钟,7小时40分,2,638,86,-,0,152/156/161,233/244,0/0
K1502/K1503,6,重庆西,08:24,09:03,39分钟,12小时21分,2,995,128.5,-,0,222.5/230.5/237.5,348.5/363.5,0/0
K1502/K1503,7,南充北,10:55,11:00,5分钟,14小时52分,2,1271,148.5,-,0,254.5/263.5/272.5,398.5/415.5,0/0
K1502/K1503,8,广元,12:55,13:23,28分钟,16小时52分,2,1419,173.5,-,0,296.5/306.5/317.5,464.5/484.5,0/0
K1502/K1503,9,陇南,15:00,15:04,4分钟,18小时57分,2,1598,177.5,-,0,304.5/315.5/325.5,476.5/497.5,0/0
K1502/K1503,10,哈达铺,16:30,16:32,2分钟,20小时27分,2,1621,192,-,0,328/339/351,515/537,0/0
K1502/K1503,11,兰州,19:21,19:54,33分钟,23小时18分,2,2272,251,-,0,426/441/456,673/703,0/0
K1502/K1503,12,武威,23:13,23:20,7分钟,27小时10分,2,2575,273.5,-,0,463.5/480.5/496.5,734.5/767.5,0/0
K1502/K1503,13,金昌,00:03,00:19,16分钟,28小时0分,3,2649,278.5,-,0,471.5/488.5/506.5,747.5/780.5,0/0
K1502/K1503,14,张掖,02:12,02:18,6分钟,30小时9分,3,2819,290.5,-,0,491.5/507.5/525.5,775.5/810.5,0/0
K1502/K1503,15,清水,03:45,03:47,2分钟,31小时42分,3,2956,299.5,-,0,507.5/524.5/542.5,802.5/838.5,0/0
K1502/K1503,16,嘉峪关,04:47,04:56,9分钟,32小时44分,3,3042,302.5,-,0,513.5/531.5/549.5,814.5/851.5,0/0
K1502/K1503,17,柳园,08:00,08:04,4分钟,35小时57分,3,3339,328,-,0,554/575/595,879/918,0/0
K1502/K1503,18,哈密,11:11,11:27,16分钟,39小时8分,3,3660,352,-,0,595/616/637,940/982,0/0
K1502/K1503,19,鄯善,13:58,14:04,6分钟,41小时55分,3,3923,372,-,0,627/649/672,994/1038,0/0
K1502/K1503,20,吐鲁番,15:22,15:28,6分钟,43小时19分,3,4071,385.5,-,0,649.5/671.5/695.5,1029.5/1075.5,0/0
K1502/K1503,21,乌鲁木齐,17:15,终点站,,45小时12分,3,4216,391.5,-,0,659.5/683.5/706.5,1045.5/1092.5,0/0
